feature_name	feature_importance
exRNA000673	4.1759165470672894e-05
exRNA000005	2.703458800902665e-05
exRNA000394	2.4975240742233867e-05
exRNA000003	2.344163857451464e-05
exRNA000183	2.2458564405830846e-05
exRNA000348	2.209555804220272e-05
exRNA000067	1.8605558416703027e-05
exRNA000290	1.8319235035942564e-05
exRNA000130	1.7502278233700012e-05
exRNA000165	1.6737969930296e-05
exRNA000061	1.618759729803072e-05
exRNA000017	1.592141851601526e-05
exRNA000091	1.5547650275302882e-05
exRNA000097	1.4779689004113287e-05
exRNA000077	1.4084879125743922e-05
exRNA000027	1.3447335651171164e-05
exRNA000565	1.1657919823551282e-05
exRNA000044	1.0809913652928051e-05
exRNA000056	1.0804371373952912e-05
exRNA000161	1.0599522021975378e-05
exRNA000066	1.0529030230277983e-05
exRNA000250	1.0492495393520819e-05
exRNA000047	1.0186510683037359e-05
exRNA000344	1.0136903554098542e-05
exRNA000040	9.377604124124593e-06
exRNA000311	8.651955571198162e-06
exRNA000145	8.356031630699968e-06
exRNA000841	8.165320380037706e-06
exRNA000317	7.641865191828368e-06
exRNA000408	6.763471628065405e-06
exRNA000059	5.778486833054073e-06
exRNA000084	5.637580271832282e-06
exRNA000035	5.6071029194638346e-06
exRNA000004	5.508830127717398e-06
exRNA000060	5.268732889120353e-06
exRNA000015	5.244954869745248e-06
exRNA000042	4.956411417542324e-06
exRNA000561	4.666645094625467e-06
exRNA000089	4.637735203598341e-06
exRNA000043	4.6042344542707276e-06
exRNA000053	4.2900044150887166e-06
exRNA000172	4.054199153347377e-06
exRNA000173	4.021870416337427e-06
exRNA000050	3.981027469135256e-06
exRNA000016	3.768185203763344e-06
exRNA000029	3.5912189691049467e-06
exRNA000760	3.58104261637784e-06
exRNA000036	3.4017879071763955e-06
exRNA000028	3.1630981811045195e-06
exRNA000226	2.608242422249833e-06
exRNA000164	2.382637398005904e-06
exRNA000110	2.331453929259936e-06
exRNA000251	2.2546744286247776e-06
exRNA000058	2.169849651847005e-06
exRNA000326	2.0676162544029588e-06
exRNA000098	1.7396924753174273e-06
exRNA000822	3.6388693678241006e-07
exRNA000009	2.0206213162376133e-07
exRNA000139	1.7049838773357457e-07
exRNA000008	5.6404195690585796e-08
exRNA000312	5.179817066827373e-08
exRNA000211	2.6336534598514797e-09
