feature_name	feature_importance
PBG	5.743892476387306e-05
FPG	5.610751552017541e-05
HOMA.B	3.868236407584751e-05
RBC	3.346951742684256e-05
Age	2.7357941440417532e-05
HBA1C	2.604476189291402e-05
HDLC	2.239399076015796e-05
EGFR	2.1909782319252985e-05
BUN	2.0336035004840314e-05
HB	1.7980195685310777e-05
Dose	1.59919574457935e-05
BMI	1.5288783846379013e-05
FINS	1.4706049597962579e-05
TC	1.420840814801682e-05
UCR	1.2539812513310353e-05
HCT	1.2481273296243192e-05
UMA	1.225461445967471e-05
AST	1.0201566024267752e-05
CKMB	9.128233893335877e-06
WBC	8.423961639280447e-06
TG	8.12283835281857e-06
WEIGHT	8.081190223981284e-06
UMACRR	6.448568105746007e-06
Sex	5.961396708554598e-06
SCR	5.878831568743791e-06
DBP	5.600670614405855e-06
ALT	4.826391290883152e-06
WACC	4.6754681009398655e-06
FFA	3.859640781450463e-06
HOMA.IR	3.251152608415589e-06
PLT	1.8438374437453077e-06
SBP	9.264854376625701e-07
TBIL	5.980076686191553e-07
LDLC	4.221727974559765e-07
HSCRP	2.9608696577989955e-07
