fpr,tpr
0.0,0.0
0.0,0.01
0.0,0.07
0.00909090909090909,0.07
0.00909090909090909,0.09
0.01818181818181818,0.09
0.01818181818181818,0.11
0.02727272727272727,0.11
0.02727272727272727,0.12
0.045454545454545456,0.12
0.045454545454545456,0.15
0.05454545454545454,0.15
0.05454545454545454,0.17
0.06363636363636363,0.17
0.06363636363636363,0.19
0.08181818181818182,0.19
0.08181818181818182,0.22
0.09090909090909091,0.22
0.09090909090909091,0.27
0.1,0.27
0.1,0.3
0.11818181818181818,0.3
0.11818181818181818,0.44
0.12727272727272726,0.44
0.12727272727272726,0.49
0.14545454545454545,0.49
0.14545454545454545,0.5
0.16363636363636364,0.5
0.16363636363636364,0.53
0.19090909090909092,0.53
0.19090909090909092,0.55
0.2,0.55
0.2,0.56
0.20909090909090908,0.56
0.20909090909090908,0.58
0.22727272727272727,0.58
0.22727272727272727,0.59
0.23636363636363636,0.59
0.23636363636363636,0.66
0.2636363636363636,0.66
0.2636363636363636,0.68
0.2727272727272727,0.68
0.2727272727272727,0.7
0.2818181818181818,0.7
0.2818181818181818,0.74
0.32727272727272727,0.74
0.32727272727272727,0.79
0.33636363636363636,0.79
0.33636363636363636,0.82
0.37272727272727274,0.82
0.37272727272727274,0.83
0.4,0.83
0.4,0.85
0.41818181818181815,0.85
0.41818181818181815,0.86
0.43636363636363634,0.86
0.43636363636363634,0.87
0.4727272727272727,0.87
0.4727272727272727,0.88
0.5,0.88
0.5,0.89
0.5181818181818182,0.89
0.5181818181818182,0.9
0.5818181818181818,0.9
0.5818181818181818,0.91
0.5909090909090909,0.91
0.5909090909090909,0.92
0.6090909090909091,0.92
0.6090909090909091,0.93
0.6727272727272727,0.93
0.6727272727272727,0.94
0.6909090909090909,0.94
0.6909090909090909,0.95
0.7818181818181819,0.95
0.7818181818181819,0.96
0.8,0.96
0.8,0.97
0.8545454545454545,0.97
0.8545454545454545,0.98
0.9181818181818182,0.98
0.9181818181818182,0.99
0.9363636363636364,0.99
0.9363636363636364,1.0
1.0,1.0
