feature_name	feature_importance
MS006	0.31920944298306947
MP0115	0.1814590080623927
MP0193	0.15116706670472255
MP0128	0.14620557611513793
MP0052	0.13454823225023363
MP0076	0.1303135133960383
MP0174	0.12878177232409962
MP0009	0.11526607571552143
MP0142	0.11274564751571998
MP0050	0.1046465501097421
MP0156	0.10194427426021604
MP0085	0.10111883287734938
MP0124	0.09902816137457295
MS004	0.09388199878897167
MP0113	0.09179584158816743
MP0151	0.07599386268406216
MP0030	0.07297245934892138
MP0098	0.0663734830014438
MP0141	0.06107086987967294
MP0140	0.05996867668188538
MP0062	0.0559157267606823
MP0126	0.05473704026026645
MP0013	0.053414994511429295
MP0100	0.0514475188298626
MP0080	0.05142477267247306
MP0044	0.04877231357938686
MP0033	0.047246515039182264
MS018	0.04576850159727335
MP0078	0.045052240958783026
MP0047	0.04287420497546044
MP0023	0.04208189338873314
MP0175	0.04004891698178882
MP0164	0.03831047141456646
MP0073	0.0375938921307241
MS014	0.03531641385564485
MP0118	0.03333567369638164
MP0017	0.033106766567563665
MP0132	0.03278792303420672
MP0018	0.031870815780504214
MP0015	0.03171889744608719
ML019	0.030816725822715014
MP0012	0.02998265499243518
MP0099	0.029507418208806563
MS007	0.029408100632597637
MS030	0.029167215852906297
MP0116	0.029125225430693603
ML010	0.02859576564681047
MS026	0.02852612054077497
MP0058	0.026822701583673544
MS013	0.026557096742499252
MS021	0.02573969264677407
MP0154	0.025400694464142795
MS022	0.024714732504164123
MS029	0.022586925541418838
MP0046	0.02254097059247126
MP0159	0.02088528581973295
ML006	0.02063664698480291
MP0117	0.02053825820626033
MS001	0.020463462868852762
MP0150	0.020408122107485507
ML018	0.02032683274238086
MS009	0.020253404904091804
ML015	0.019866604832633725
MS028	0.019280095794260727
MS027	0.01893579775203128
MP0045	0.018454497875624552
MP0054	0.018305502635930948
MP0019	0.018103881288964074
MP0034	0.017978951832688547
MP0096	0.017585125805776633
MP0022	0.01737145893355977
MS008	0.01713902149488777
MP0074	0.016430530270878554
MP0035	0.016331490796496463
MS005	0.016107917163583747
MP0082	0.01564191223414263
MS016	0.015612200393640219
MP0135	0.01502539667344835
MP0101	0.014045025633864137
MS003	0.012463369319668663
MP0051	0.012341956178546538
MP0027	0.012307541851551591
MS015	0.011625914326662164
MS017	0.010928470503378742
MP0005	0.01021277202365586
MP0066	0.010198647087888573
MP0025	0.01010299513036942
MS019	0.010000354540648697
MP0006	0.00955218546951967
MP0024	0.00941356186633065
MP0134	0.009344370326618626
MP0077	0.009311386803744274
MS011	0.008864520428901745
MP0084	0.008623255618667287
MS010	0.008358429033505612
ML011	0.008196502476515667
MS020	0.008139353351362292
MS025	0.00810296508546489
MP0112	0.0070894097567505065
MP0106	0.006967240911244225
ML014	0.006876000619278744
MS024	0.006675581690157136
MP0053	0.006615675415104729
MP0105	0.00647565631889064
MP0038	0.005822518737916334
MP0127	0.005815185822553426
ML016	0.005349571509506811
ML013	0.005349571509506811
MP0042	0.005228805568511575
MS002	0.005214565616538353
ML017	0.004712493184331303
MP0203	0.003960082949920719
MP0065	0.0033682706063102564
MP0122	0.003064652559286738
MP0086	0.0020414116979314417
MS023	0.0019808150279142255
MP0021	0.0014688682612179957
MP0041	0.00022322174591727137
ML012	0.00012380132276764005
