fpr,tpr
0.0,0.0
0.0,0.01
0.0,0.04
0.00909090909090909,0.04
0.00909090909090909,0.1
0.01818181818181818,0.1
0.01818181818181818,0.11
0.02727272727272727,0.11
0.02727272727272727,0.12
0.045454545454545456,0.12
0.045454545454545456,0.2
0.05454545454545454,0.2
0.05454545454545454,0.21
0.06363636363636363,0.21
0.06363636363636363,0.22
0.07272727272727272,0.22
0.07272727272727272,0.24
0.08181818181818182,0.24
0.08181818181818182,0.26
0.09090909090909091,0.26
0.09090909090909091,0.27
0.1,0.27
0.1,0.28
0.10909090909090909,0.28
0.10909090909090909,0.3
0.11818181818181818,0.3
0.11818181818181818,0.32
0.12727272727272726,0.32
0.12727272727272726,0.33
0.13636363636363635,0.33
0.13636363636363635,0.36
0.14545454545454545,0.36
0.14545454545454545,0.38
0.17272727272727273,0.38
0.17272727272727273,0.39
0.21818181818181817,0.39
0.21818181818181817,0.41
0.23636363636363636,0.41
0.23636363636363636,0.43
0.2545454545454545,0.43
0.2545454545454545,0.45
0.2636363636363636,0.45
0.2636363636363636,0.47
0.2727272727272727,0.47
0.2727272727272727,0.49
0.2909090909090909,0.49
0.2909090909090909,0.5
0.3090909090909091,0.5
0.3090909090909091,0.52
0.34545454545454546,0.52
0.34545454545454546,0.53
0.35454545454545455,0.53
0.35454545454545455,0.56
0.36363636363636365,0.56
0.36363636363636365,0.58
0.37272727272727274,0.58
0.37272727272727274,0.59
0.4,0.59
0.4,0.61
0.42727272727272725,0.61
0.42727272727272725,0.62
0.44545454545454544,0.62
0.44545454545454544,0.63
0.4636363636363636,0.63
0.4636363636363636,0.64
0.4727272727272727,0.64
0.4727272727272727,0.65
0.4909090909090909,0.65
0.4909090909090909,0.69
0.5,0.69
0.5,0.7
0.5272727272727272,0.7
0.5272727272727272,0.71
0.5727272727272728,0.71
0.5727272727272728,0.72
0.5818181818181818,0.72
0.5818181818181818,0.73
0.5909090909090909,0.73
0.5909090909090909,0.74
0.6090909090909091,0.74
0.6090909090909091,0.76
0.6363636363636364,0.76
0.6363636363636364,0.77
0.6636363636363637,0.77
0.6636363636363637,0.79
0.6727272727272727,0.79
0.6727272727272727,0.8
0.6818181818181818,0.8
0.6818181818181818,0.83
0.7181818181818181,0.83
0.7181818181818181,0.84
0.7272727272727273,0.84
0.7272727272727273,0.85
0.7545454545454545,0.85
0.7545454545454545,0.87
0.8181818181818182,0.87
0.8181818181818182,0.9
0.8636363636363636,0.9
0.8636363636363636,0.92
0.8818181818181818,0.92
0.8818181818181818,0.97
0.9181818181818182,0.97
0.9181818181818182,0.98
0.9272727272727272,0.98
0.9272727272727272,0.99
0.9454545454545454,0.99
0.9454545454545454,1.0
1.0,1.0
