feature_name	feature_importance
MS006	0.12647677547368763
MP0156	0.10216031602410272
MP0142	0.06710522834961016
MP0042	0.06305094502545106
MP0128	0.06144934047004868
MP0080	0.06060694510425389
MS004	0.05719197165525601
MP0050	0.05138638723404615
MP0193	0.050694088769899184
MP0062	0.050182700735992646
MP0084	0.04765483986736498
MP0151	0.04597511146566103
MP0052	0.04582222439865232
MP0141	0.04548461851720609
MP0174	0.04540317766252997
MP0009	0.044647264643100905
MP0076	0.044524621264499346
MP0085	0.043736326822263326
MP0018	0.04356441777307139
MP0134	0.04244791900956614
MS026	0.04176898066735712
MP0124	0.03894456891651806
MP0115	0.038256276422680674
MP0126	0.03755456780780507
MP0140	0.035371062669336206
MP0013	0.033248156508218
MP0046	0.032778237490624376
MP0033	0.030008807432726298
MP0041	0.029034406102692575
MP0074	0.028457100889847573
MP0164	0.02822177427005307
MP0113	0.027891277785043977
MP0116	0.027254795914208735
MP0065	0.026488031967165537
MP0030	0.026144371504401385
MP0005	0.02522280189371202
MS030	0.024262860020754944
MS009	0.02338408587516663
MS028	0.02322321325894751
MP0012	0.022853123099815978
ML006	0.021780594200126853
MP0112	0.02074615568158107
MS003	0.020700423843849493
MP0203	0.019667760281106828
MP0044	0.019293037030977494
MP0078	0.018782201857928945
MS014	0.018656015250969684
MP0175	0.01781356053832335
MS013	0.016149580649684615
MP0015	0.016135211051228768
MP0006	0.016022172009427772
MP0086	0.01568081662682545
MP0019	0.015473079739126731
MP0047	0.015311659892404515
MP0022	0.014830089798814585
MP0082	0.014663780466801252
MP0122	0.014595080804418934
MP0021	0.014117285583398816
MP0132	0.013442313552322204
MP0024	0.01324936181882239
MP0101	0.01300049023817703
MP0077	0.01298330867493105
MP0053	0.01293322758471027
MS029	0.012807205701287206
MS027	0.012381981517138875
MS021	0.012252245349591346
MP0023	0.01222223740693446
MP0027	0.011791164767737783
MP0073	0.011389867660271186
MS007	0.01101785153846424
MS016	0.010784365314346367
ML017	0.01035819229045248
MP0118	0.010301218598985367
MP0098	0.010020553673753645
ML018	0.009660821993982107
MP0038	0.009313771283776195
MP0066	0.009085526835582277
MS005	0.008928007747478116
MP0017	0.00859136809866494
MS023	0.008458484571923143
MP0051	0.008187514152209306
MP0025	0.008137343184878182
MP0127	0.0077947174265229156
MP0099	0.007749022067717046
MS017	0.007411261449728509
MP0034	0.00734378236639407
MP0058	0.007136317173516303
MS020	0.0060041821674299235
MP0159	0.005866176085207741
ML010	0.005363900958524246
MP0117	0.0050929949617103
MS024	0.0048885148617638825
MS019	0.004852204153097103
ML019	0.004560908678703979
MS025	0.004413602610074091
MP0106	0.0042947105932195535
MS011	0.004231059868784399
MS018	0.004106197380204635
ML011	0.003964851431572464
MP0105	0.003640958114278766
ML015	0.003164456416598238
MP0150	0.0031511565819874036
MS010	0.0025722105821808705
MP0100	0.002258462284295784
MS002	0.0022322128583284148
MP0054	0.002176008144818458
MP0154	0.002163373671635058
ML012	0.0019404538621475371
MS022	0.00151582656564506
MP0045	0.001502712544900639
MS008	0.0011221072372466906
MP0096	0.0010787900761190588
MP0135	0.0009568241780935281
MS015	0.0008643747949568255
ML014	0.0006340700219161832
ML013	0.0005701483420692459
ML016	0.0005701483420692459
MS001	1.2811954711533872e-05
MP0035	2.5220876128943985e-06
