exRNA000003	exRNA000004	exRNA000005	exRNA000008	exRNA000009	exRNA000015	exRNA000016	exRNA000017	exRNA000027	exRNA000028	exRNA000029	exRNA000035	exRNA000036	exRNA000040	exRNA000042	exRNA000043	exRNA000044	exRNA000047	exRNA000050	exRNA000053	exRNA000056	exRNA000058	exRNA000059	exRNA000060	exRNA000061	exRNA000066	exRNA000067	exRNA000077	exRNA000084	exRNA000089	exRNA000091	exRNA000097	exRNA000098	exRNA000110	exRNA000130	exRNA000139	exRNA000145	exRNA000161	exRNA000164	exRNA000165	exRNA000172	exRNA000173	exRNA000183	exRNA000211	exRNA000226	exRNA000250	exRNA000251	exRNA000290	exRNA000311	exRNA000312	exRNA000317	exRNA000326	exRNA000344	exRNA000348	exRNA000394	exRNA000408	exRNA000561	exRNA000565	exRNA000673	exRNA000760	exRNA000822	exRNA000841
-0.7640079190419047	-0.0655016338709794	0.209609165056869	-0.034035409862681554	-0.03743451739310494	0.0	-0.0	0.4015434587487155	0.22024769049153153	0.0	0.1170221337790277	-0.1606872104658189	-0.10468934454873115	-0.03261397533798146	0.0	0.0	0.07848347560205858	0.25973458575822117	0.0	0.0	0.0	0.008355274349027766	-0.053895831966835187	-0.0	-0.12282201681310821	-0.0	-0.7654160539234979	-0.36059463551177395	0.001827830439433923	-0.0	-0.0	-0.0	-0.0	-0.0	-0.04942059406699684	0.004416664212251502	-0.015865823639202546	0.0	0.0	0.04398865280014342	-0.0	0.0	-0.1301265905724345	0.10911912324640456	-0.0	0.0	-0.040142703578420175	-0.021468978438485796	0.007508919034662774	0.006449415583078388	0.0	-0.0021776171434008955	0.0996697718855076	0.07787401547654214	-0.02298443842069749	0.0011131267708580082	0.0	0.04918024073282627	0.25001689943781463	0.03145765276360347	0.052776417239856564	-0.03231026755671802
-0.0988413533368805	0.20399536858397255	0.17263797986038137	0.06917109802461426	0.06542972639752118	-0.0	0.0	-0.4719210527787147	-0.9747773542574423	0.0	-0.0628290562412804	0.3310899843267327	0.1624609209279678	0.029729959328609997	-0.0	-0.0	-0.4683051947528098	0.15236029348371607	-0.0	0.0	-0.0	0.03101328397564543	0.061932923234939215	-0.0	0.29032825710639126	-0.0	0.49936301452466836	0.02247225896063995	0.0011717812040969412	0.0	-0.0	0.0	0.0	0.0	0.02015674078501967	0.001927967529066944	0.014208417625273096	-0.0	-0.0	-0.6756535232176892	0.0	0.0	-0.01045992977809583	-0.23860105041375204	-0.0	-0.0	-0.006839797466018386	0.0023713657533349325	-0.043878748007423744	-0.053429775654625485	-0.0	0.006013720357621022	-0.06709174802423612	-0.2280151237976327	-0.18644286867418378	0.0021750062230002395	-0.0	-0.023540801447169208	0.3834209111161411	0.1721669837828505	0.12371478579283829	0.038998906973129
0.2114826099603965	0.13504998896106243	0.5909554303284145	0.043237594881597965	0.03714356531013357	-0.0	-0.0	-0.01288518168928934	-0.043398015500575926	-0.0	-0.05193276228873321	-0.09831692564873094	0.11683914193861847	0.038294291245408056	-0.0	0.0	-0.2323113941524021	0.04435218578997236	-0.0	0.0	-0.0	-0.0005177951982654577	0.019032282599090487	0.0	-0.2535824934081026	0.0	0.09517388460581441	0.17769200984085648	-0.0019675216629616	-0.0	0.0	0.0	-0.0	-0.0	0.01742862704618711	0.0016084406177405534	-0.0009588043434500413	0.0	-0.0	0.12267025770166068	0.0	0.0	0.08249814537202405	-0.1894375103215878	0.0	-0.0	-0.036668158805421715	0.02000055919284563	-0.043878748007423744	0.0056810196015343855	-0.0	-0.0015525969017850568	-0.06709174802423612	-0.2280151237976327	0.09784653626238488	-0.0015063137857223258	-0.0	-0.023540801447169208	0.44164848007808416	-0.15775464796709915	0.12371478579283829	0.038998906973129
-0.6030737765498404	0.14202852378957498	1.3533887546697125	-0.06407798875533667	-0.021990417303013463	0.0	-0.0	0.545888719126262	0.408345010402512	-0.0	0.13701013626615768	-0.2857904883318547	-0.15039207263474008	-0.015119239456150315	0.0	0.0	0.09887559017033068	0.36435859331201537	0.0	0.0	0.0	-0.0018497081086641688	-0.06849171953924708	-0.0	-0.24303305730911293	-0.0	-0.6663859651445329	-0.5430418500209487	0.006539393176510605	-0.0	-0.0	-0.0	-0.0	-0.0	-0.11654558220958895	0.005661290460493868	-0.01948848777006771	0.0	0.0	0.10457523513387303	-0.0	0.0	-0.12493988903150141	0.44190646003078105	-0.0	0.0	0.02405021443634017	-0.03381181743593384	0.016587037332091947	-0.009507990318478566	0.0	-0.0028785077006778553	0.0921964377743165	0.1151870890455864	0.021449532814802365	0.0008616631580614991	0.0	0.0697480466016373	0.2621149092579179	0.03666080660124025	0.021304422721912394	-0.0868957505793764
-0.34330719595247366	-0.12314987205475302	0.8282008593157327	-0.06633230369499023	-0.07575813127687463	0.0	-0.0	0.6559176730794112	0.1349712593930083	0.0	0.12564962332337667	-0.2735377689500172	-0.08601524456817862	-0.007417374686261808	0.0	0.0	0.2100065804846813	0.1730130041308913	0.0	0.0	0.0	0.0018056300242215327	-0.054899385400352094	-0.0	-0.18798240888380813	-0.0	-0.7506792394353851	-0.338649790059932	0.003206520793320035	-0.0	-0.0	-0.0	-0.0	-0.0	-0.050587624775206064	0.003957481124273821	-0.018101069440143464	0.0	0.0	0.12900917725526725	-0.0	0.0	-0.047717355722960084	0.33955016358567125	-0.0	0.0	-0.03125368588793918	-0.015414248798037426	0.0328296873255201	-0.026578152583020417	0.0	-0.00278191184190031	0.09918726716381004	0.12561874833256909	0.013725986613547321	8.266013312675491e-05	0.0	0.08127082322206916	0.3247221560414249	-0.008113883207014583	0.031237618935679674	-0.09033557073689354
0.23000092607809489	-0.042726555658835125	-0.16658667729998608	0.007154172958362414	-0.0017855894077312545	-0.0	0.0	-0.036211943299959345	0.1268072897859554	-0.0	-0.03857567024851246	-0.11173116563646274	-0.013785022132001513	0.018035178698878808	0.0	-0.0	0.058146933098717296	0.2687193665386776	-0.0	0.0	0.0	0.002548258549135293	-0.007775840656831719	0.0	-0.005695700885870156	0.0	-0.05192124335581137	-0.002276651230491216	0.0011461754197120682	0.0	0.0	0.0	-0.0	-0.0	-0.0296898434279082	0.0010468081568455374	-0.004981267761108975	0.0	-0.0	0.036502842524585265	0.0	0.0	0.0705186243732238	-0.0692450224973137	0.0	-0.0	0.13573057738397326	0.040764574626776705	-0.043878748007423744	0.015260153698437152	-0.0	0.006013720357621022	0.04133023533355945	0.06000794800808062	0.12488149821394998	-0.0016496693847640076	-0.0	-0.023540801447169208	0.2647384007015813	-0.05333799481803114	-0.056431288045881725	-0.09536556001268495
0.019530564428387152	-0.07036252008350595	-0.08608638176567887	-0.015043019795975653	-0.014989310105328712	0.0	0.0	-0.32923117770388854	0.3138265898950202	-0.0	0.014614681440950045	0.05736493984878141	-0.009377342136772042	-0.0074769211544822274	-0.0	-0.0	0.0808292258525182	0.00762503948413376	0.0	0.0	0.0	0.005072319662886582	-0.03266717043221013	-0.0	0.16477848907161388	0.0	-0.0937565707236668	-0.09949358579714522	-0.00018452354708668606	0.0	-0.0	-0.0	0.0	0.0	0.038970173923145265	0.0015093594846606168	0.0013715549251877778	0.0	0.0	0.043165745759724566	0.0	-0.0	0.029823488576500162	0.052262055899777844	-0.0	-0.0	-0.06511772096161537	0.008873176055341268	0.03635513174066488	0.005039069956293782	0.0	0.00045424250678134014	0.06714082346178687	0.03540494952866642	-0.03753865625856647	-0.0005582495363057821	0.0	0.04374976331083119	0.12116683955159646	-0.15707731621881013	-0.03265651804807471	0.038998906973129
0.09451425550013748	0.060728459445396905	0.8923087562503559	-0.031840745341250094	-0.011195788557635818	0.0	0.0	-0.39712687918237344	0.7273477525485387	-0.0	0.10197130604352383	-0.244587732458566	-0.202224640678627	0.00790031291254279	0.0	-0.0	0.0009649140743321013	0.4706201191895248	0.0	0.0	0.0	-0.023534316238485398	-0.061989125449982765	0.0	-1.1764508484854663	0.0	-0.5142228528357303	0.19507860525485657	-0.004372686417381704	0.0	0.0	-0.0	0.0	-0.0	0.12458568809228962	0.0028366474935414025	0.00939289462287128	0.0	0.0	0.4571305616429427	0.0	0.0	0.12412502196027903	0.03570116281174419	0.0	-0.0	-0.07889839416060168	-0.08371101254284319	-0.043878748007423744	0.04779753353127303	-0.0	-0.0022355316776870955	-0.06709174802423612	-0.2280151237976327	-0.18644286867418378	-0.002789336480331014	-0.0	-0.023540801447169208	-0.41899579051540536	-0.10730510976631574	-0.0963384258663084	0.038998906973129
-0.4275777420258362	0.08281355925896504	-0.0967611114137813	0.04897883701716753	0.027740996237833892	-0.0	0.0	-0.33186192020402433	-0.23026861404869217	-0.0	-0.04615640821918047	0.24126631518027222	0.07499935254326187	0.01079313761891743	-0.0	0.0	-0.12528192215685371	0.011312448898278168	-0.0	-0.0	-0.0	0.01234926251879723	-0.0052464796772337735	-0.0	0.018035752811123372	-0.0	0.07473922874308747	-0.02135813392537743	0.0011658952994428216	0.0	-0.0	-0.0	0.0	0.0	-0.11995162787029329	0.0009514417059558397	0.00040515408810082586	-0.0	-0.0	-0.3462577895651127	-0.0	-0.0	-0.007912133514007038	-0.12687455307474824	0.0	-0.0	-0.07553550661364687	0.005732594300171384	-0.043878748007423744	-0.053429775654625485	-0.0	-0.0006665381895695243	-0.014970421920161577	-0.16316030458609607	0.024639218780373253	-0.00023833767880910697	-0.0	-0.023540801447169208	0.12770518516579663	-0.015324618696816068	0.0029953922078163274	0.038998906973129
0.33703455877710703	-0.1958222951474821	-0.4853923209259726	-0.02165408786614609	-0.05847255387238151	0.0	-0.0	-0.012717408465064283	0.18479157111318448	0.0	0.016363079340365693	-0.11057016575538321	-0.041955832261402745	-0.0190544824831619	0.0	-0.0	0.1356355053215467	-0.053189907795543716	0.0	-0.0	0.0	-0.02264450175858483	-0.053162960079165544	0.0	0.614966596595569	0.0	0.6055665457780162	0.19752658959414982	-0.0002919210851294955	-0.0	0.0	0.0	0.0	0.0	0.10779414329079517	-0.027255024451383402	0.00019863110274636358	0.0	0.0	0.3392841655177256	0.0	0.0	-0.26428091199991965	0.9024852580308869	0.0	-0.0	-0.13943721356556624	-0.08371101254284319	-0.043878748007423744	-0.053429775654625485	-0.0	0.006013720357621022	-0.06709174802423612	-0.2280151237976327	-0.18644286867418378	-0.001586498741122116	-0.0	-0.023540801447169208	0.5350920625316894	-0.15079983296344862	0.12371478579283829	0.038998906973129
