feature_name	feature_importance
GPX3	0.1206091792029705
APOA2	0.08912751649087194
CLU	0.08566719910316978
APOC3	0.08431680395252673
USO1	0.08366981193584465
MASP2	0.08029488252826296
LYZ	0.06971681665089269
SERPINA7	0.06609457331170397
PON1	0.06563358020587563
C9	0.0544909183306515
FBLN1	0.05208782498728167
HABP2	0.05145075107646335
ARID1A	0.050840122634133386
FGG	0.04892281481873206
RACK1	0.04843568265313504
CFHR1	0.04617999210628153
IGFBP2	0.03846196426076522
SCRIB	0.03741574306990952
PI16	0.03725554530392247
STXBP5	0.030084436206919758
YWHAG	0.02912564537050631
PZP	0.02861775783857381
PIGR	0.02489594369056525
PGLYRP2	0.023746319361537937
IGLV3.19	0.02360121866529773
PPP1R9B	0.02357345380656799
FCGBP	0.02352269166848736
GNA13	0.023048311744185094
GSN	0.022813286068719518
APOC2	0.022694342989546108
ITIH4	0.022658359143225098
FGA	0.02207464929678696
APOH	0.021610047035122953
L2HGDH	0.01995451131541468
GSTM2	0.01707893964104944
CPB2	0.016985690038543628
CP	0.015883631437820525
VTN	0.015798071912603247
C1QB	0.015790385354366887
AGT	0.015720116800244027
APOB	0.015619581649108271
ACACA	0.015454165521461054
FCN3	0.015200650742930958
NXF1	0.014951538997527445
TF	0.014312841998127431
CFHR3	0.014254231837038635
SYTL1	0.014088012944313577
MNDA	0.013561651642939659
ZFYVE19	0.013231423005573308
NAP1L1	0.012616317825773004
CFH	0.012094938659083804
GMPS	0.011819810075594578
CPN1	0.011784128897675644
CRP	0.011633141176301879
ORM1	0.011416871404857106
IGLV3.1	0.01123693881364747
APOE	0.011236061467015706
FGB	0.011190049971102683
METTL18	0.011169982503061443
TIMM44	0.010538535440066879
MFGE8	0.010519004182217226
S100A8	0.010274548425650192
AMPD3	0.010055723277106042
GSTM1	0.009981265416517728
GIT1	0.00996556683274939
APOA1	0.009665358412133299
SFN	0.009321776650168685
TUBA8	0.009099673194552613
SHBG	0.008894907172993613
EPCAM	0.008802436989901817
RCN1	0.008786809413734989
YWHAQ	0.008671417463063848
APOC1	0.008424118879047319
SCIN	0.008346570850491867
APOF	0.008284381947005292
SERPINA6	0.008164533762129706
G6PD	0.007978887279971224
IGHV3.72	0.007815633861103951
CELA3A	0.007650524598177783
C4BPA	0.00758275825371814
AFM	0.007578062710879343
PRG4	0.007450309789695726
ACACB	0.007193246669129186
AKR1B1	0.007056333584898903
CAMP	0.006947619146289652
PRB3	0.006921799016588552
PCYOX1	0.006724591431213257
APCS	0.006434392775161785
VASP	0.0064079887962075
A1BG	0.006356472114209302
TUBA4A	0.006343085027642946
HSPG2	0.005921699108955508
IGHV4.39	0.00551001126779071
TMEM256	0.004618813392617844
RPIA	0.004524192842186331
ADIPOQ	0.004154909310678416
LTF	0.004117164896869395
SLC35B2	0.004108105516867622
CD163	0.003908069916585607
TUBA3C	0.0037903245607449443
CFD	0.003691231222342411
APOM	0.003670229705291866
MAN2A1	0.0036546534710244598
AHSG	0.0033348698488305244
PCBP2	0.0032544414730847158
A2M	0.0024936638191156045
APOA4	0.002406581272786061
FCGR3A	0.0023002573738499094
MASP1	0.00217496772922199
MX1	0.0021486772234196112
HSPA9	0.0021477022506994512
APOD	0.0019058638107045148
F13A1	0.00144280511348259
RPS3	0.0007880775743384914
SERPINC1	0.000500802888060046
TAGLN	4.658762170443185e-06
F10	4.310841567963267e-06
CHL1	3.8272843867241036e-06
NSF	3.189438546670838e-06
HBB	2.7189556170519455e-06
C3	2.661717728025514e-06
SLC4A2	2.3470635942224866e-06
S100A9	2.3036884264792722e-06
CLEC3B	1.9972700923198865e-06
C8B	1.7877872125934108e-06
HBZ	1.715337776012589e-06
FUBP3	1.6853770042449499e-06
C8G	1.6352619990408477e-06
CGREF1	1.5854885898553933e-06
GGT1	1.433216209677203e-06
KNG1	1.2924907238153135e-06
ALDOB	1.1546160482474568e-06
TUBA3D	1.0516575859537597e-06
HDHD2	1.0125383982530742e-06
SAA1	9.977178836365685e-07
C2	9.576702756504235e-07
SPG11	9.450434636174603e-07
YWHAH	8.885373777270818e-07
GSTM4	7.794479604591331e-07
SERPINA3	7.680873768820253e-07
TTC37	7.134155409727441e-07
LPA	5.889029214173932e-07
RMC1	4.4659273517560004e-07
PTPRG	3.7115557613608594e-07
TUBA1C	2.978788666444595e-07
AKR1A1	2.841410801339908e-07
TUBA1B	2.741183612947856e-07
CFHR2	2.710400210051439e-07
PRSS1	2.511723982004396e-07
CPB1	4.890089669029528e-08
TUBA1A	4.0905261375140267e-08
FETUB	3.753051537077897e-08
