feature_name	feature_importance
GPX3	0.29092607
APOC3	0.23787123
USO1	0.2221753
CLU	0.22132973
LYZ	0.20326778
APOA2	0.19903906
MASP2	0.18893656
PON1	0.16965503
SERPINA7	0.16515903
C9	0.16346389
HABP2	0.15398706
ARID1A	0.15251893
CFHR1	0.13040902
FBLN1	0.12850489
IGFBP2	0.11537573
PI16	0.11175925
RACK1	0.11124089
FGG	0.09486472
YWHAG	0.087364495
PZP	0.085853316
SCRIB	0.083035
PGLYRP2	0.07123127
IGLV3.19	0.07079211
PPP1R9B	0.070718236
ITIH4	0.06796714
PIGR	0.06619367
FCGBP	0.061218385
FGA	0.061079495
L2HGDH	0.05986338
GSN	0.053255852
APOH	0.053052876
STXBP5	0.052537978
GNA13	0.049031056
GSTM2	0.04859799
CPB2	0.048096493
CP	0.04764767
VTN	0.047382202
C1QB	0.047363646
APOB	0.046858873
ACACA	0.046358448
FCN3	0.045600355
NXF1	0.044840977
TF	0.0429394
CFHR3	0.0427611
SYTL1	0.042256895
AGT	0.041995816
APOC2	0.040847857
MNDA	0.040677752
ZFYVE19	0.0396967
NAP1L1	0.037843123
GMPS	0.035454683
CPN1	0.035339765
CRP	0.03489446
ORM1	0.03424857
APOE	0.03371318
IGLV3.1	0.03370537
METTL18	0.033510108
CFH	0.03254702
TIMM44	0.03162107
MFGE8	0.03155544
S100A8	0.030819962
AMPD3	0.03016092
GSTM1	0.029947244
GIT1	0.029895388
APOA1	0.028988993
SFN	0.0279642
TUBA8	0.02729457
SHBG	0.02668107
EPCAM	0.026399113
RCN1	0.026350398
YWHAQ	0.026014242
APOC1	0.025272055
SCIN	0.025035786
APOF	0.024847604
SERPINA6	0.024484752
G6PD	0.023938896
CELA3A	0.02295521
C4BPA	0.022743907
AFM	0.022726052
PRG4	0.022345565
IGHV3.72	0.02160407
AKR1B1	0.021160904
PRB3	0.020758394
PCYOX1	0.020174988
VASP	0.019219408
TUBA4A	0.019029243
ACACB	0.017945075
HSPG2	0.017761597
APCS	0.016636308
IGHV4.39	0.016518038
FGB	0.016311586
TMEM256	0.013855409
RPIA	0.013573081
ADIPOQ	0.01246979
LTF	0.012351725
SLC35B2	0.012330746
CD163	0.011716357
TUBA3C	0.011369431
CFD	0.011065295
APOM	0.011009665
MAN2A1	0.010954206
AHSG	0.010005017
PCBP2	0.0097641805
A2M	0.007481365
A1BG	0.007339163
APOA4	0.0072229006
FCGR3A	0.0068987575
MASP1	0.0065243943
MX1	0.0064459047
HSPA9	0.0064155255
APOD	0.0057157613
F13A1	0.0043287836
TUBA1B	0.0
TAGLN	0.0
CGREF1	0.0
CFHR2	0.0
CAMP	0.0
TTC37	0.0
TUBA1A	0.0
C8G	0.0
TUBA1C	0.0
CLEC3B	0.0
TUBA3D	0.0
C8B	0.0
C3	0.0
C2	0.0
ALDOB	0.0
YWHAH	0.0
AKR1A1	0.0
CHL1	0.0
NSF	0.0
SPG11	0.0
RPS3	0.0
LPA	0.0
PRSS1	0.0
PTPRG	0.0
KNG1	0.0
HDHD2	0.0
HBZ	0.0
RMC1	0.0
HBB	0.0
GSTM4	0.0
SLC4A2	0.0
S100A9	0.0
SAA1	0.0
GGT1	0.0
FUBP3	0.0
SERPINA3	0.0
FETUB	0.0
SERPINC1	0.0
F10	0.0
CPB1	0.0
