fpr,tpr
0.0,0.0
0.0,0.01
0.0,0.07
0.01818181818181818,0.07
0.01818181818181818,0.1
0.02727272727272727,0.1
0.02727272727272727,0.18
0.03636363636363636,0.18
0.03636363636363636,0.19
0.045454545454545456,0.19
0.045454545454545456,0.22
0.05454545454545454,0.22
0.05454545454545454,0.34
0.06363636363636363,0.34
0.06363636363636363,0.4
0.07272727272727272,0.4
0.07272727272727272,0.43
0.08181818181818182,0.43
0.08181818181818182,0.44
0.1,0.44
0.1,0.47
0.11818181818181818,0.47
0.11818181818181818,0.49
0.12727272727272726,0.49
0.12727272727272726,0.5
0.16363636363636364,0.5
0.16363636363636364,0.55
0.18181818181818182,0.55
0.18181818181818182,0.56
0.19090909090909092,0.56
0.19090909090909092,0.59
0.20909090909090908,0.59
0.20909090909090908,0.61
0.23636363636363636,0.61
0.23636363636363636,0.62
0.24545454545454545,0.62
0.24545454545454545,0.63
0.2545454545454545,0.63
0.2545454545454545,0.67
0.2727272727272727,0.67
0.2727272727272727,0.68
0.2909090909090909,0.68
0.2909090909090909,0.69
0.3,0.69
0.3,0.71
0.3090909090909091,0.71
0.3090909090909091,0.72
0.3181818181818182,0.72
0.3181818181818182,0.73
0.32727272727272727,0.73
0.32727272727272727,0.77
0.33636363636363636,0.77
0.33636363636363636,0.79
0.38181818181818183,0.79
0.38181818181818183,0.8
0.39090909090909093,0.8
0.39090909090909093,0.81
0.4090909090909091,0.81
0.4090909090909091,0.85
0.43636363636363634,0.85
0.43636363636363634,0.86
0.45454545454545453,0.86
0.45454545454545453,0.87
0.4727272727272727,0.87
0.4727272727272727,0.9
0.5363636363636364,0.9
0.5363636363636364,0.91
0.5545454545454546,0.91
0.5545454545454546,0.92
0.6181818181818182,0.92
0.6181818181818182,0.93
0.6545454545454545,0.93
0.6545454545454545,0.94
0.7090909090909091,0.94
0.7090909090909091,0.95
0.7181818181818181,0.95
0.7181818181818181,0.96
0.7909090909090909,0.96
0.7909090909090909,0.97
0.8181818181818182,0.97
0.8181818181818182,0.98
0.8636363636363636,0.98
0.8636363636363636,0.99
0.9454545454545454,0.99
0.9454545454545454,1.0
1.0,1.0
