fpr,tpr
0.0,0.0
0.0,0.01
0.0,0.03
0.02727272727272727,0.03
0.02727272727272727,0.05
0.045454545454545456,0.05
0.045454545454545456,0.16
0.05454545454545454,0.16
0.05454545454545454,0.25
0.06363636363636363,0.25
0.06363636363636363,0.3
0.07272727272727272,0.3
0.07272727272727272,0.36
0.08181818181818182,0.36
0.08181818181818182,0.39
0.1,0.39
0.1,0.43
0.10909090909090909,0.43
0.10909090909090909,0.48
0.12727272727272726,0.48
0.12727272727272726,0.49
0.14545454545454545,0.49
0.14545454545454545,0.51
0.15454545454545454,0.51
0.15454545454545454,0.52
0.16363636363636364,0.52
0.16363636363636364,0.53
0.19090909090909092,0.53
0.19090909090909092,0.54
0.2,0.54
0.2,0.55
0.21818181818181817,0.55
0.21818181818181817,0.58
0.22727272727272727,0.58
0.22727272727272727,0.68
0.2636363636363636,0.68
0.2636363636363636,0.69
0.2818181818181818,0.69
0.2818181818181818,0.7
0.3181818181818182,0.7
0.3181818181818182,0.73
0.33636363636363636,0.73
0.33636363636363636,0.74
0.36363636363636365,0.74
0.36363636363636365,0.76
0.37272727272727274,0.76
0.37272727272727274,0.79
0.39090909090909093,0.79
0.39090909090909093,0.8
0.4090909090909091,0.8
0.4090909090909091,0.81
0.41818181818181815,0.81
0.41818181818181815,0.82
0.42727272727272725,0.82
0.42727272727272725,0.83
0.4636363636363636,0.83
0.4636363636363636,0.86
0.4727272727272727,0.86
0.4727272727272727,0.88
0.5363636363636364,0.88
0.5363636363636364,0.89
0.5727272727272728,0.89
0.5727272727272728,0.9
0.5818181818181818,0.9
0.5818181818181818,0.91
0.6090909090909091,0.91
0.6090909090909091,0.92
0.6454545454545455,0.92
0.6454545454545455,0.93
0.6545454545454545,0.93
0.6545454545454545,0.94
0.6818181818181818,0.94
0.6818181818181818,0.95
0.7090909090909091,0.95
0.7090909090909091,0.97
0.7636363636363637,0.97
0.7636363636363637,0.98
0.7727272727272727,0.98
0.7727272727272727,0.99
0.8909090909090909,0.99
0.8909090909090909,1.0
1.0,1.0
