feature_name	feature_importance
RBC	0.1735073205467883
PBG	0.16663859753098406
MS006	0.15225066517163574
Dose	0.13074939577910852
MP0193	0.13058275786730414
FPG	0.11668925244214265
HOMA.B	0.11497157898298692
Age	0.10750165982793107
MP0128	0.10687263963179335
MP0174	0.10634174524706748
MP0098	0.10062480398259711
MP0115	0.09873808944756436
MP0052	0.09657179647242872
MP0030	0.07655136105994023
EGFR	0.07639390780030754
MP0076	0.07573710367191978
HOMA.IR	0.07525946134619814
WBC	0.07508400256277906
MP0015	0.07436698486497678
MP0141	0.07317863821007205
MP0142	0.07220821177605184
MP0140	0.07212934913995915
MP0151	0.07184237704164438
MS026	0.07087531481082601
MP0124	0.07084707873556374
ML010	0.07015644068936193
CKMB	0.06957228024362533
HDLC	0.06751963491939711
BUN	0.06729416457045034
MP0118	0.06623547296941197
MP0073	0.06466078151248052
MP0080	0.06350741983597616
MS013	0.06333144229941606
MP0024	0.0631026690672056
MP0050	0.06154192892734133
MP0005	0.06141626321681938
MS030	0.061002406582718105
MP0078	0.060621124533071294
WEIGHT	0.05928801837798388
MP0156	0.05840985096191964
ML015	0.05789059813426089
MP0113	0.056209762496960046
MS004	0.05550728528491262
MP0126	0.054879592857591745
FINS	0.054143602616209714
MS007	0.053224346619811694
MP0033	0.05183930071995607
MP0046	0.05067535739150773
MP0009	0.050393377019757664
MP0018	0.049146213749209064
MP0013	0.04906149735664057
MP0100	0.048236642715291704
MP0132	0.04802594506006684
MP0101	0.04658568186083114
UMACRR	0.046575752111785766
MP0041	0.04497298452858451
MP0164	0.04445554488334588
MS014	0.044366640311674505
UCR	0.04329056459645973
MP0175	0.041944351209445806
MP0062	0.04187686205682593
Sex	0.04186784602111415
MP0023	0.04106023622384379
MP0085	0.040258618091210396
MP0044	0.03872970436935016
MP0045	0.0386555003693854
MP0042	0.03851098939258029
MP0022	0.03848868835325644
MS028	0.03819360202668273
MP0117	0.03653482405364229
HBA1C	0.035475568994759066
HB	0.035405959704348414
MS023	0.034745963239824304
MS009	0.034709989164672335
MP0150	0.034197670567883996
MS010	0.03403341452497359
ALT	0.03378168074749151
MS027	0.03306472913474198
MP0086	0.032563421110926596
FFA	0.031947367998574956
MP0035	0.03170654083685405
SCR	0.028299461279040018
MP0154	0.028282587910135264
MP0012	0.027264261297677908
MS029	0.027200492097846043
AST	0.02681194456868827
MP0019	0.026786536601625048
HCT	0.02661796572340631
MP0159	0.02617585917218937
MP0027	0.02573635052193856
MP0127	0.025430411679821623
MP0106	0.02526480921315779
MP0034	0.024603796067096735
MP0105	0.024406155039804
TG	0.023325474040537586
MS005	0.02160370150912408
TBIL	0.02141771925838219
MP0053	0.021002561407056253
MP0116	0.020226617003532447
MP0065	0.0199889853271914
MP0096	0.01966655236309111
MS025	0.01964298611505484
MP0084	0.019552160601579244
ML006	0.01915156980607658
MS016	0.01837730072971445
MP0082	0.01786172359914497
MP0054	0.017671896464236884
MP0021	0.017586045814911935
ML012	0.017304822231842345
BMI	0.01715952348031965
MP0058	0.016407123362185964
HSCRP	0.015539987569486234
UMA	0.015468498480159168
ML014	0.01511307995674811
MP0112	0.014955728936013785
MS002	0.014416248909208618
MS018	0.014065337320098745
MP0047	0.013786088127030834
WACC	0.01356619043446246
MS008	0.01329983630559066
MP0006	0.012408589129505147
MP0017	0.011139231944430204
MS001	0.01077221909316349
MS022	0.010738283613447195
MP0066	0.010016808709202763
ML016	0.009305384848955729
ML013	0.009305384848955729
MS011	0.00920101460801619
TC	0.008829003318424856
MP0025	0.008827543814401855
MP0134	0.008239160918381932
MS003	0.007548695413380354
SBP	0.00751740245036426
MS024	0.006888426147126853
MP0122	0.006839420998007906
MP0074	0.006462670610502821
MP0099	0.005780269078823671
DBP	0.005544558975178404
PLT	0.005514792590535696
MP0135	0.005131373795467078
MS017	0.00498449869356939
MS021	0.004914162678358213
MP0051	0.0047410594335219065
ML019	0.004696580366675931
MS019	0.004570312620670805
MP0038	0.003716380477991098
MS020	0.0033313948311469266
ML017	0.00311626350840321
ML018	0.0022989534160592125
MP0203	0.0016799351452160922
MP0077	0.0015771986873556513
MS015	0.0015712746007560147
ML011	0.001396086151108801
LDLC	0.0009353590064060385
