feature_name	feature_importance
PBG	0.47685005704840866
RBC	0.366682957654259
MP0174	0.3571063316334224
MS006	0.27798308360390184
MP0193	0.27738071677533965
HOMA.B	0.23891770935469506
MP0115	0.21673059409507472
MP0128	0.1834856534232078
HDLC	0.1782774294102933
MP0050	0.14252772865544708
Age	0.1370009126005164
Dose	0.13180525973823082
MP0113	0.12310469587541904
MP0076	0.11406006360436163
MP0124	0.09872947611819823
MP0052	0.09847754234285334
MP0044	0.090379394115779
HOMA.IR	0.08903894471953955
MP0142	0.08755589062941954
MP0140	0.0833339912429419
WBC	0.08099487342527822
MP0030	0.05250675431375967
MP0141	0.04456324087647928
MP0023	0.04294866836490416
MP0151	0.042590561417488376
CKMB	0.042191539362154536
MP0046	0.03484854720100427
BUN	0.032032016596870556
UMACRR	0.028626712945225993
MP0013	0.02473774228738465
MP0118	0.023260739683157148
MS026	0.021531037990415752
MP0085	0.02127897298964524
MP0078	0.01998135582110109
MP0175	0.018566949471948157
MP0080	0.016689790448190755
MP0132	0.015463754300608732
MS010	0.01284872647392018
HSCRP	0.005327616619542324
MS013	0.00378391349418544
MP0065	0.002792308871396813
MS009	0.0022865737562342563
MP0164	0.0
MP0135	0.0
MP0159	0.0
MP0156	0.0
MP0154	0.0
MP0150	0.0
ML006	0.0
MP0134	0.0
MP0127	0.0
MP0126	0.0
MP0122	0.0
MP0117	0.0
MP0203	0.0
HBA1C	0.0
ML017	0.0
MS016	0.0
MS005	0.0
MS007	0.0
MS008	0.0
MS011	0.0
MS014	0.0
MS015	0.0
MS017	0.0
ML018	0.0
MS019	0.0
MS021	0.0
MS023	0.0
MS024	0.0
MS027	0.0
MS028	0.0
MS004	0.0
MS002	0.0
MS001	0.0
MS030	0.0
MS025	0.0
MS022	0.0
MS020	0.0
MS018	0.0
MS003	0.0
ML019	0.0
ML016	0.0
MP0116	0.0
ML014	0.0
ML013	0.0
ML012	0.0
ML011	0.0
ML010	0.0
ML015	0.0
MP0084	0.0
MP0112	0.0
HCT	0.0
MP0018	0.0
MP0017	0.0
MP0015	0.0
MP0012	0.0
MP0009	0.0
MP0006	0.0
MP0005	0.0
Sex	0.0
SBP	0.0
DBP	0.0
WEIGHT	0.0
WACC	0.0
BMI	0.0
PLT	0.0
MP0021	0.0
HB	0.0
UMA	0.0
UCR	0.0
SCR	0.0
EGFR	0.0
TBIL	0.0
AST	0.0
ALT	0.0
FFA	0.0
LDLC	0.0
TC	0.0
TG	0.0
FINS	0.0
MP0019	0.0
MP0022	0.0
MP0106	0.0
MP0062	0.0
MP0105	0.0
MP0101	0.0
MP0100	0.0
MP0099	0.0
MP0098	0.0
MP0096	0.0
MP0086	0.0
FPG	0.0
MP0082	0.0
MP0077	0.0
MP0074	0.0
MP0073	0.0
MP0066	0.0
MP0058	0.0
MP0024	0.0
MP0054	0.0
MP0053	0.0
MP0051	0.0
MP0047	0.0
MP0045	0.0
MP0042	0.0
MP0041	0.0
MP0038	0.0
MP0035	0.0
MP0034	0.0
MP0033	0.0
MP0027	0.0
MP0025	0.0
MS029	0.0
