feature_name	feature_importance
APOA2	0.11040431469474492
GPX3	0.09567311332993304
CLU	0.0642076900006099
STXBP5	0.06046203643664265
PON1	0.05974798144013773
MASP2	0.056080855940171676
SERPINA7	0.05578939286538588
FGG	0.048694800394931785
USO1	0.04479495277720441
APOC2	0.04258314562051712
APCS	0.04227086767607824
RACK1	0.04121203946598291
GSN	0.04009585904629364
FCGBP	0.038678411956777896
FBLN1	0.036821619607341365
CAMP	0.03531541760546306
SCRIB	0.03425334996706887
A1BG	0.03386473544935083
GNA13	0.03327863136550019
APOC3	0.03160199572673475
CFHR1	0.029444774289121393
RPS3	0.029070176348307202
APOH	0.02707644561079891
LYZ	0.026467319734444442
IGHV3.72	0.025011579271866306
C9	0.024076442687924474
FGB	0.024073195900904548
PIGR	0.023821825260416783
EPCAM	0.02352392245562672
AFM	0.0221765487431267
CFH	0.02175022842763756
CPN1	0.0207174845301736
CPB2	0.02029142384477613
C1QB	0.01914508015652695
GSTM2	0.018388958112798167
RCN1	0.017628404620638676
ITIH4	0.017599994744773383
AGT	0.017541229357651993
VTN	0.017394932556462663
SERPINC1	0.017137887575516805
SCIN	0.016944998407417203
HABP2	0.01683757755635707
YWHAG	0.016441442363779826
SYTL1	0.014070173661896708
FGA	0.013543835765733593
CHL1	0.013345099704927147
ACACB	0.013199162503269805
F10	0.012636315288114104
HSPA9	0.012552733142625477
MNDA	0.012389354998457055
SERPINA3	0.011718594884651781
SLC35B2	0.011279024527696047
G6PD	0.011130008909441389
LTF	0.010862256824045954
NSF	0.010817620764470235
CFD	0.010786957073547269
HBB	0.010551208031107623
PI16	0.010523673167518352
IGLV3.19	0.010457649552504122
C3	0.010123969811810392
ARID1A	0.01008307680364783
IGHV4.39	0.010024414703306006
APOA1	0.009726869383205373
TAGLN	0.009688475882150641
IGLV3.1	0.009636074035385831
SHBG	0.009566855628463253
HBZ	0.009210641757186055
PTPRG	0.009096251498380182
ACACA	0.009036996619868303
PPP1R9B	0.008374358870154256
MAN2A1	0.008331770698863842
SERPINA6	0.007765963472054077
NXF1	0.0077092599241354
CLEC3B	0.007228277034985732
CFHR2	0.006873443565114029
TIMM44	0.00683442825125835
A2M	0.006623858313066372
PCYOX1	0.006505073537353461
CD163	0.006453476636120295
ORM1	0.0063730454418436285
FCGR3A	0.006350754863248865
NAP1L1	0.006281396046709567
GGT1	0.006033227419577656
L2HGDH	0.00601167532057985
HSPG2	0.005986661408561029
PRG4	0.005934197760633956
MASP1	0.005560931252086988
PZP	0.0055009558743491765
TF	0.005468348533055411
ALDOB	0.0053464312560996255
GIT1	0.005235625830645331
PGLYRP2	0.005178431420367301
CGREF1	0.005099893105617019
SPG11	0.0048409237834675335
PCBP2	0.004686212287802767
APOE	0.0046342716942535485
ADIPOQ	0.00460646635765651
TMEM256	0.004504558241791778
APOA4	0.0043586932738828845
FETUB	0.004308605549810892
GMPS	0.004257834394301038
TUBA3C	0.004159904005756657
TUBA3D	0.004159904005756657
HDHD2	0.004040143917096984
LPA	0.004011157226398313
S100A8	0.003978074910704459
C8B	0.003927149682389389
FCN3	0.003808990915589986
C2	0.003806297811474645
CRP	0.003504008674192994
CELA3A	0.003457185755229638
VASP	0.003431786036307625
FUBP3	0.0033995571849204315
IGFBP2	0.003389295913150311
GSTM1	0.0033330531703829407
PRB3	0.003325449444312773
APOF	0.003115793314271572
SAA1	0.0030593662170201883
C4BPA	0.002989809169440988
ZFYVE19	0.002837847643134085
AHSG	0.002833986498943195
APOB	0.0027564241973917153
TTC37	0.0026687374203735884
F13A1	0.0022437021525404644
CFHR3	0.0021490543138906106
SLC4A2	0.0020298405377460996
AKR1B1	0.0018744838557930373
TUBA1B	0.0018698457208310712
PRSS1	0.001823903549163885
APOC1	0.0017562513531265973
SFN	0.0017212175665272313
AKR1A1	0.001586687628954953
C8G	0.0015528815460085857
RMC1	0.001548008623635674
APOM	0.001512333387349194
CP	0.0013896202882875944
YWHAH	0.001321398686781722
TUBA1A	0.0012949113410661327
TUBA1C	0.0012888887063981225
MFGE8	0.0012226406553381638
APOD	0.0011978924215849684
CPB1	0.001166302162751025
RPIA	0.0007706479966676773
AMPD3	0.0007263265905728651
MX1	0.0007100084937764686
GSTM4	0.0006757844773527152
YWHAQ	0.0006613974859828389
S100A9	0.00044596466808914247
TUBA8	0.00026847672126576936
KNG1	0.00023855391994443003
METTL18	7.001942527472914e-05
TUBA4A	4.015879672834911e-05
