fpr,tpr
0.0,0.0
0.0,0.01
0.0,0.02
0.01818181818181818,0.02
0.01818181818181818,0.05
0.02727272727272727,0.05
0.02727272727272727,0.08
0.03636363636363636,0.08
0.03636363636363636,0.14
0.06363636363636363,0.14
0.06363636363636363,0.16
0.07272727272727272,0.16
0.07272727272727272,0.2
0.09090909090909091,0.2
0.09090909090909091,0.24
0.1,0.24
0.1,0.27
0.11818181818181818,0.27
0.11818181818181818,0.3
0.12727272727272726,0.3
0.12727272727272726,0.33
0.16363636363636364,0.33
0.16363636363636364,0.38
0.19090909090909092,0.38
0.19090909090909092,0.4
0.21818181818181817,0.4
0.21818181818181817,0.43
0.22727272727272727,0.43
0.22727272727272727,0.46
0.23636363636363636,0.46
0.23636363636363636,0.48
0.24545454545454545,0.48
0.24545454545454545,0.49
0.2636363636363636,0.49
0.2636363636363636,0.53
0.3,0.53
0.3,0.54
0.3090909090909091,0.54
0.3090909090909091,0.55
0.3181818181818182,0.55
0.3181818181818182,0.57
0.35454545454545455,0.57
0.35454545454545455,0.58
0.36363636363636365,0.58
0.36363636363636365,0.61
0.4090909090909091,0.61
0.4090909090909091,0.63
0.42727272727272725,0.63
0.42727272727272725,0.64
0.43636363636363634,0.64
0.43636363636363634,0.66
0.44545454545454544,0.66
0.44545454545454544,0.67
0.4636363636363636,0.67
0.4636363636363636,0.68
0.4818181818181818,0.68
0.4818181818181818,0.69
0.509090909090909,0.69
0.509090909090909,0.71
0.5454545454545454,0.71
0.5454545454545454,0.72
0.5727272727272728,0.72
0.5727272727272728,0.73
0.6,0.73
0.6545454545454545,0.78
0.6909090909090909,0.78
0.6909090909090909,0.79
0.7,0.79
0.7,0.8
0.7181818181818181,0.8
0.7181818181818181,0.82
0.7272727272727273,0.82
0.7272727272727273,0.83
0.7363636363636363,0.83
0.7363636363636363,0.85
0.7454545454545455,0.85
0.7454545454545455,0.86
0.7818181818181819,0.86
0.7818181818181819,0.87
0.7909090909090909,0.87
0.7909090909090909,0.88
0.8090909090909091,0.88
0.8090909090909091,0.89
0.8454545454545455,0.89
0.8454545454545455,0.9
0.8818181818181818,0.9
0.8818181818181818,0.92
0.8909090909090909,0.92
0.8909090909090909,0.96
0.9090909090909091,0.96
0.9090909090909091,0.97
0.9363636363636364,0.97
0.9363636363636364,0.99
0.990909090909091,0.99
0.990909090909091,1.0
1.0,1.0
