feature_name	feature_importance
MS006	0.647403505930385
MP0115	0.4671199926665596
MP0193	0.34909797171834117
MP0174	0.31169450942278115
MP0128	0.279441432860816
MP0052	0.25124082908422224
MP0124	0.24053771240722732
MP0142	0.22221054656153433
MP0009	0.2216151670767647
MP0113	0.21750212378261993
MP0076	0.21324230640973862
MP0085	0.21025091922036615
MP0156	0.18561486409096173
MP0050	0.17311773024777363
MS004	0.16724418456383264
MP0062	0.12100364269099483
MP0013	0.12099759596125005
MP0140	0.11134134219470525
MP0080	0.1064409023007467
MP0044	0.09157058162280363
MP0175	0.07765136342101023
MP0030	0.0770114248693998
MP0151	0.076452699279028
MS018	0.07372465972011855
MP0078	0.07218666689231729
MP0126	0.06945633467143288
MP0132	0.06851536551157913
MP0141	0.06576312575151354
MP0023	0.06323512957020985
MP0047	0.06078833527652091
MP0098	0.040736792258826864
MP0118	0.039625259094539865
MP0073	0.03566310158785465
MS030	0.033956698014972024
MS009	0.026022634118992635
MP0033	0.022313350265284256
MS013	0.01608659054524737
MS010	0.009979193857281422
MP0038	0.009276866179107288
MS026	0.008680678536927857
MS002	0.007134700762630965
MP0164	0.0036501921888042782
MP0012	0.0019012400111026216
MP0017	0.0015768477307202872
MS014	0.0
ML018	0.0
ML010	0.0
MS028	0.0
MP0203	0.0
ML017	0.0
ML006	0.0
MS015	0.0
MS016	0.0
MS017	0.0
MS019	0.0
ML011	0.0
MS008	0.0
ML012	0.0
ML013	0.0
MS024	0.0
MS023	0.0
MS005	0.0
MS001	0.0
MS025	0.0
MS021	0.0
MS022	0.0
MS020	0.0
MS011	0.0
MS003	0.0
ML019	0.0
ML016	0.0
ML015	0.0
MS007	0.0
MS027	0.0
ML014	0.0
MP0005	0.0
MP0159	0.0
MP0035	0.0
MP0058	0.0
MP0054	0.0
MP0053	0.0
MP0051	0.0
MP0046	0.0
MP0045	0.0
MP0042	0.0
MP0041	0.0
MP0034	0.0
MP0066	0.0
MP0027	0.0
MP0025	0.0
MP0024	0.0
MP0022	0.0
MP0021	0.0
MP0019	0.0
MP0018	0.0
MP0015	0.0
MP0065	0.0
MP0074	0.0
MP0154	0.0
MP0112	0.0
MP0150	0.0
MP0135	0.0
MP0134	0.0
MP0127	0.0
MP0006	0.0
MP0122	0.0
MP0117	0.0
MP0116	0.0
MP0106	0.0
MP0077	0.0
MP0105	0.0
MP0101	0.0
MP0100	0.0
MP0099	0.0
MP0096	0.0
MP0086	0.0
MP0084	0.0
MP0082	0.0
MS029	0.0
