feature_name,svc_1,svc_2,svc_3,svc_4,svc_5,svc_6,svc_7,svc_8,svc_9,svc_10,svc_mean,svc_std,svc_rank,xgb_1,xgb_2,xgb_3,xgb_4,xgb_5,xgb_6,xgb_7,xgb_8,xgb_9,xgb_10,xgb_mean,xgb_std,xgb_rank,lr_1,lr_2,lr_3,lr_4,lr_5,lr_6,lr_7,lr_8,lr_9,lr_10,lr_mean,lr_std,lr_rank,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_mean,avg_std,avg_rank
MP0033,0.009720487989249,0.0010339452402031,0.0063368127534742,0.009720487989249,0.0012362854610974,0.0073365187210095,0.0113082146651679,0.0063368127534742,0.0063368127534742,0.009720487989249,0.006908686631564751,0.003330576654152668,245,0.0,0.0,0.0,0.0,0.0,0.0,0.12039068,0.0,0.0,0.12039068,0.024078136,0.04815627200000001,36,0.0,0.0014824438962526,0.0,0.0014824438962526,0.0,0.0,0.0,0.0,0.0014824438962526,0.0,0.00044473316887578006,0.0006793411368102802,76,0.0032401626630829,0.0008387963788185,0.0021122709178247,0.0037343106285005,0.0004120951536991,0.0024455062403365,0.0431587474233334,0.0021122709178247,0.0026064188832422,0.0427310280414394,0.01033916072481019,0.016329881262446472,78
CFH,0.0135350641136301,0.0254562030078844,0.0175717076232112,0.0135350641136301,0.0335455213259557,0.0438690416350427,0.0081558989378045,0.0175717076232112,0.0175717076232112,0.0135350641136301,0.02043469801172112,0.010317226147731081,81,0.0,0.0,0.0,0.0,0.0,0.0,0.044437878,0.0,0.0,0.044437878,0.0088875756,0.0177751512,105,0.0,0.0,0.0093749482949514,0.0,0.0,0.0,0.0,0.0093749482949514,0.0,0.0037343798042757,0.00224842763941785,0.0037305580693996077,60,0.0045116880378767,0.0084854010026281,0.0089822186393875,0.0045116880378767,0.0111818404419852,0.0146230138783475,0.0167276335671984,0.0089822186393875,0.0058572358744037,0.0189710059966876,0.01028339441157789,0.004790378702545641,79
HB,0.026708145864805,0.02976649194764,0.0297325843232096,0.026708145864805,0.0331622981846718,0.0397104669400937,0.0173394144228547,0.0297325843232096,0.0297325843232096,0.026708145864805,0.0289300862059304,0.005347097720049118,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,0.0,0.0052983778057982,0.0,0.0052983778057982,0.0,0.0,0.0,0.0,0.0052983778057982,0.0,0.00158951334173946,0.0024280217355544284,63,0.0089027152882683,0.0116882899178127,0.0099108614410698,0.0106688412235344,0.0110540993948906,0.0132368223133645,0.0057798048076182,0.0099108614410698,0.0116769873763359,0.0089027152882683,0.01017319984922325,0.0019399001711054476,80
MP0018,0.0205500756492284,0.027535240398375,0.0223851157289852,0.0205500756492284,0.0268260552103536,0.0242442113791045,0.0148143173182893,0.0223851157289852,0.0223851157289852,0.0205500756492284,0.022222539844076315,0.0034184318027207236,70,0.0,0.0,0.0,0.0,0.0,0.0,0.047215022,0.0,0.0,0.047215022,0.0094430044,0.018886008799999996,97,0.0,0.0002369477365639,0.0,0.0002369477365639,0.0,0.0,0.0,0.0,0.0002369477365639,0.0022096614688417,0.00029205046785334,0.0006479275992530629,78,0.0068500252164094,0.0092573960449796,0.007461705242995,0.0069290077952641,0.0089420184034511,0.0080814037930348,0.0182558932103637,0.007461705242995,0.0075406878218496,0.0200820300241909,0.010086187279553318,0.004619221232322174,81
PIGR,0.0162230275694236,0.0169090290423995,0.0190450873308763,0.0162230275694236,0.0173010225558972,0.0195666175011921,0.0088231635713738,0.0190450873308763,0.0190450873308763,0.0162230275694236,0.01684041773717623,0.0029605845661372318,113,0.0,0.0,0.0,0.0,0.0,0.0,0.06925772,0.0,0.0,0.06925772,0.013851543999999999,0.027703087999999997,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,0.0054076758564745,0.0056363430141331,0.0063483624436254,0.0054076758564745,0.0057670075186324,0.0065222058337307,0.0249779928843522,0.0063483624436254,0.0063483624436254,0.0265876318632293,0.009935162015790288,0.007941566561706252,82
TAGLN,0.0176553941939229,0.0342075433730902,0.0256433399189163,0.0176553941939229,0.0401289452388979,0.0409086293519323,0.0058692915504004,0.0256433399189163,0.0256433399189163,0.0176553941939229,0.025101061185283834,0.010467576420125817,52,0.0,0.0,0.0,0.0,0.0,0.0,0.022867452,0.0,0.0,0.022867452,0.0045734904,0.0091469808,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,0.0058851313979743,0.0114025144576967,0.008547779972972,0.0058851313979743,0.0133763150796326,0.0136362097839774,0.0089939215285275,0.008547779972972,0.008547779972972,0.0119936248495042,0.0096816188414203,0.002659939030666094,83
HBA1C,0.0252027168822499,0.0296556351526326,0.0282755413655607,0.0252027168822499,0.0242728168892763,0.0172621882445539,0.0167616745186868,0.0282755413655607,0.0282755413655607,0.0252027168822499,0.024838708954858138,0.004266123762302731,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256,0.0,0.0122541088220243,0.0,0.0122541088220243,0.0,0.0,0.0,0.0,0.0122541088220243,0.0050463055362554,0.00418086320023283,0.00548779170195692,51,0.0084009056274166,0.0139699146582189,0.0094251804551868,0.0124856085680914,0.008090938963092,0.0057540627481846,0.0055872248395622,0.0094251804551868,0.0135098833958616,0.0100830074728351,0.0096731907183636,0.00278495279333353,84
C8G,0.0089870980653554,0.0073409635410914,0.0114246296420658,0.0089870980653554,0.0013099602836642,0.0006411300348383,0.0045689536001619,0.0114246296420658,0.0114246296420658,0.0089870980653554,0.007509619058201941,0.003831691854381912,233,0.0,0.0,0.0,0.0,0.0,0.0,0.10806069,0.0,0.0,0.10806069,0.021612138,0.043224276,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198,0.0029956993551184,0.0024469878470304,0.0038082098806885,0.0029956993551184,0.000436653427888,0.0002137100116127,0.037358037035487,0.0038082098806885,0.0038082098806885,0.0386598197098491,0.009653123638416949,0.014233961275079095,85
MP0065,0.0167974300240866,0.0215901423226736,0.0179347292104989,0.0167974300240866,0.0254107072979623,0.030497702988839,0.0122319591857666,0.0179347292104989,0.0179347292104989,0.0167974300240866,0.0193926989498998,0.0049216438331444986,95,0.0,0.0,0.0,0.0,0.0,0.0,0.043743603,0.0,0.0,0.043743603,0.008748720599999999,0.017497441199999998,106,0.0,0.0021300235892114,0.0,0.0021300235892114,0.0,0.0,0.0,0.0,0.0021300235892114,0.0027340515385461,0.00091241223061803,0.001129649436834439,71,0.0055991433413622,0.0079067219706283,0.0059782430701663,0.0063091512044326,0.0084702357659874,0.0101659009962796,0.0180032267724872,0.0059782430701663,0.0066882509332367,0.0201614975429482,0.00952606146676948,0.0049811409542697,86
FGB,0.022597954779917,0.0224299233796053,0.0238468949300916,0.022597954779917,0.017612554568618,0.0100221632501165,0.0148281667008569,0.0238468949300916,0.0238468949300916,0.022597954779917,0.02042273570292225,0.004480695965804339,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,0.0029243603542788,0.0168120050396048,0.0,0.0168120050396048,0.0,0.0060691547867905,0.0,0.0,0.0168120050396048,0.022116467816483,0.00815459980763667,0.0084704204860989,42,0.0085074383780652,0.0130806428064033,0.0079489649766971,0.0131366532731739,0.0058708515228726,0.0053637726789689,0.0049427222336189,0.0079489649766971,0.0135529666565654,0.0149048075321333,0.009525778503519568,0.0035850043434161537,87
exRNA000311,0.0100936380483797,0.0289902832266907,0.0198834962742828,0.0100936380483797,0.0425666842377425,0.0504503971502969,0.0040223094737314,0.0198834962742828,0.0198834962742828,0.0100936380483797,0.0215961077056449,0.014288340889584673,72,0.0,0.0,0.0,0.0,0.0,0.0,0.035506546,0.0,0.0,0.035506546,0.0071013092,0.0142026184,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,0.0033645460161265,0.0096634277422302,0.0066278320914275,0.0033645460161265,0.0141888947459141,0.0168167990500989,0.0125227433025247,0.0066278320914275,0.0066278320914275,0.0135600673361202,0.009336452048342362,0.004482602727078913,88
GSN,0.0270864060655435,0.0332313998319049,0.0307640737115693,0.0270864060655435,0.032774077968322,0.0222002279403111,0.0159321962429209,0.0307640737115693,0.0307640737115693,0.0270864060655435,0.027768934131479732,0.005043004717793103,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,0.0090288020218478,0.0110771332773016,0.0102546912371897,0.0090288020218478,0.0109246926561073,0.0074000759801037,0.0053107320809736,0.0102546912371897,0.0102546912371897,0.0090288020218478,0.009256311377159869,0.0016810015725976912,89
PZP,0.0091823306091883,0.0249841953102848,0.0156933533200341,0.0091823306091883,0.0390423133432738,0.0515783310771901,0.0047641638804083,0.0156933533200341,0.0156933533200341,0.0091823306091883,0.01949960553988242,0.014216107695518865,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,0.0,0.0,0.0361762977402723,0.0,0.0,0.0,0.0102757820810485,0.0361762977402723,0.0,0.0,0.008262837756159309,0.014283892522406978,41,0.0030607768697294,0.0083280651034282,0.0172898836867688,0.0030607768697294,0.0130141044477579,0.01719277702573,0.0050133153204856,0.0172898836867688,0.0052311177733446,0.0030607768697294,0.00925414776534721,0.005969973205767082,90
VTN,0.0188001184731461,0.0360671048887386,0.0260287036449416,0.0188001184731461,0.0436021403608149,0.0519863006618825,0.0110792512438766,0.0260287036449416,0.0260287036449416,0.0188001184731461,0.027722126350957572,0.011978976056696488,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,0.0062667061577153,0.0120223682962461,0.0086762345483138,0.0062667061577153,0.0145340467869383,0.0173287668872941,0.0036930837479588,0.0086762345483138,0.0086762345483138,0.0062667061577153,0.009240708783652461,0.0039929920188988355,91
AFM,0.0244241252866793,0.0319838097265323,0.0278993004421066,0.0244241252866793,0.0352198579622775,0.0301739377153679,0.0141667914828648,0.0278993004421066,0.0278993004421066,0.0244241252866793,0.02685146740734002,0.005378480658480352,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,0.0081413750955597,0.010661269908844,0.0092997668140355,0.0081413750955597,0.0117399526540925,0.0100579792384559,0.0047222638276216,0.0092997668140355,0.0092997668140355,0.0081413750955597,0.00895048913577996,0.0017928268861601112,92
RPS3,0.023386908034535,0.0289655806541356,0.0257468224244872,0.023386908034535,0.0350920074327921,0.0411620609528287,0.0133724246987513,0.0257468224244872,0.0257468224244872,0.023386908034535,0.02659932651155743,0.007056118911552823,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001864684626142,1.864684626142e-05,5.594053878426e-05,80,0.0077956360115116,0.0096551935513785,0.0085822741414957,0.0077956360115116,0.0116973358109307,0.0137206869842762,0.0044574748995837,0.0085822741414957,0.0085822741414957,0.0078577921657163,0.008872657785939571,0.0023492821714755714,93
C1QB,0.0113029580023195,0.0165289871017582,0.0127727013151014,0.0113029580023195,0.0223815043308311,0.0293861259338195,0.0065849973490884,0.0127727013151014,0.0127727013151014,0.0113029580023195,0.014710859266775992,0.006242180788786757,135,0.0,0.0,0.0,0.0,0.0,0.0,0.052412372,0.0,0.0,0.052412372,0.0104824744,0.0209649488,84,0.0,0.0,0.005919558338532,0.0,0.0,0.0,0.0,0.005919558338532,0.0,0.0,0.0011839116677064,0.0023678233354128,67,0.0037676526674398,0.0055096623672527,0.0062307532178777,0.0037676526674398,0.0074605014436103,0.0097953753112731,0.0196652314356722,0.0062307532178777,0.0042575671050338,0.0212374807755193,0.008792263020899641,0.006089661137741779,94
exRNA000130,0.0156531647937873,0.0277694197394265,0.0214310357586801,0.0156531647937873,0.0354648992918765,0.043053520994688,0.0125793241628873,0.0214310357586801,0.0214310357586801,0.0156531647937873,0.02301197658462805,0.009263728962041142,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,0.0,0.0078451031655216,0.0,0.0078451031655216,0.0,0.0,0.0,0.0,0.0078451031655216,0.0063602700974044,0.00298955795939692,0.0036839570955568,57,0.005217721597929,0.0118715076349827,0.0071436785862267,0.0078327559864362,0.0118216330972921,0.014351173664896,0.0041931080542957,0.0071436785862267,0.0097587129747339,0.0073378116303972,0.008667178181341623,0.003045311117239305,95
MS030,0.019518822429779,0.0334383124785116,0.0265463931724657,0.019518822429779,0.0366107952659357,0.0408030622897092,0.0089535635185461,0.0265463931724657,0.0265463931724657,0.019518822429779,0.025800138035943672,0.008967398146134876,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,0.0065062741432596,0.0111461041595038,0.0088487977241552,0.0065062741432596,0.0122035984219785,0.0136010207632364,0.0029845211728486,0.0088487977241552,0.0088487977241552,0.0065062741432596,0.00860004601198117,0.0029891327153783102,96
IGLV3.19,0.0141689164714511,0.020505794730433,0.0151452611234233,0.0141689164714511,0.0247313983502698,0.027739803150314,0.0059274712038889,0.0151452611234233,0.0151452611234233,0.0141689164714511,0.016684700021952888,0.005859867854882421,115,0.0,0.0,0.0,0.0,0.0,0.0,0.046342205,0.0,0.0,0.046342205,0.009268440999999999,0.018536881999999998,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,0.0047229721571503,0.0068352649101443,0.0050484203744744,0.0047229721571503,0.0082437994500899,0.0092466010501046,0.0168950426282484,0.0050484203744744,0.0050484203744744,0.0192722458814916,0.00850841593578026,0.005041664337658869,97
MP0099,0.0069382586364,0.0109584834449711,0.0063860790591835,0.0069382586364,0.010833072298906,0.007941505942751,0.0056242542084277,0.0063860790591835,0.0063860790591835,0.0069382586364,0.007533032898180631,0.0017731902436919542,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0893854,0.0,0.0,0.0893854,0.01787708,0.03575416,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,0.0023127528788,0.0036528278149903,0.0021286930197278,0.0023127528788,0.0036110240996353,0.0026471686475836,0.0316374799995474,0.0021286930197278,0.0021286930197278,0.0320679018399525,0.008462798721849251,0.011708000037109796,98
exRNA000565,0.0217371862907248,0.0293993449034145,0.0258236170926268,0.0217371862907248,0.0341660089199287,0.0352631020961574,0.0100580330409106,0.0258236170926268,0.0258236170926268,0.0217371862907248,0.025156889911046598,0.006824150842048429,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,0.0072457287635749,0.0097997816344714,0.0086078723642089,0.0072457287635749,0.0113886696399762,0.0117543673653858,0.0033526776803035,0.0086078723642089,0.0086078723642089,0.0072457287635749,0.008385629970348831,0.0022747169473494775,99
MP0100,0.0114309433773108,0.0163417774381898,0.0132897956255569,0.0114309433773108,0.0271552974554584,0.0378903676080655,0.0053326802603319,0.0132897956255569,0.0132897956255569,0.0114309433773108,0.01608823397706487,0.008956137469647577,120,0.0,0.0,0.0,0.0,0.0,0.0,0.043192178,0.0,0.0,0.043192178,0.0086384356,0.0172768712,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,0.0038103144591036,0.0054472591460632,0.0044299318751856,0.0038103144591036,0.0090517658184861,0.0126301225360218,0.0161419691479867,0.0044299318751856,0.0044299318751856,0.0181370221609765,0.00823185633532983,0.005204970002892244,100
HCT,0.0210415519315667,0.0261351876323919,0.0240085143892607,0.0210415519315667,0.0315448001477439,0.0385449262795139,0.0138791496785633,0.0240085143892607,0.0240085143892607,0.0210415519315667,0.024525426270069522,0.0063163776165842634,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,0.0070138506438555,0.0087117292107973,0.0080028381297535,0.0070138506438555,0.0105149333825812,0.0128483087598379,0.0046263832261877,0.0080028381297535,0.0080028381297535,0.0070138506438555,0.00817514209002311,0.002105459205528086,101
exRNA000344,0.0167005456413255,0.032516770177829,0.0252664962613486,0.0167005456413255,0.0382799177062002,0.0396356528384882,0.0068818357906173,0.0252664962613486,0.0252664962613486,0.0167005456413255,0.024321530222115702,0.009887269253179723,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,0.0055668485471084,0.0108389233926096,0.0084221654204495,0.0055668485471084,0.0127599725687334,0.013211884279496,0.002293945263539,0.0084221654204495,0.0084221654204495,0.0055668485471084,0.008107176740705171,0.003295756417726598,102
ALDOB,0.0023977319691757,0.000687024647764,0.0009241126022095,0.0023977319691757,0.0059769640905838,0.0114544503081231,0.0024638783855776,0.0009241126022095,0.0009241126022095,0.0023977319691757,0.00305478511462041,0.0031616991997118543,319,0.0,0.0,0.0,0.0,0.0,0.0,0.10632034,0.0,0.0,0.10632034,0.021264068,0.042528136,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,0.0007992439897252,0.0002290082159213,0.0003080375340698,0.0007992439897252,0.0019923213635279,0.0038181501027076,0.0361444195002928,0.0003080375340698,0.0003080375340698,0.0361255114728602,0.008083201123696959,0.014065036575815537,103
MP0134,0.0217932124339262,0.0193718534622918,0.0215124541150796,0.0217932124339262,0.0177795928724741,0.0127066434651798,0.0163698465703775,0.0215124541150796,0.0215124541150796,0.0217932124339262,0.01961449360173406,0.002944810220890195,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207,0.0,0.0128675175658805,0.0,0.0128675175658805,0.0,0.0,0.0,0.0,0.0128675175658805,0.0070930526342588,0.00456956053319003,0.005815682126218865,50,0.007264404144642,0.0107464570093907,0.0071708180383598,0.0115535766666022,0.0059265309574913,0.0042355478217266,0.0054566155234591,0.0071708180383598,0.01145999056032,0.0096287550227283,0.00806135137830798,0.0024821973389904267,104
MP0074,0.0155593309283544,0.0217731396684442,0.0178749312809238,0.0155593309283544,0.025322627569246,0.0330897710515371,0.0108351637680959,0.0178749312809238,0.0178749312809238,0.0155593309283544,0.019132348868515777,0.005932865324599305,100,0.0,0.0,0.0,0.0,0.0,0.0,0.026835475,0.0,0.0,0.026835475,0.0053670950000000005,0.01073419,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,0.0051864436427848,0.0072577132228147,0.0059583104269745,0.0051864436427848,0.0084408758564153,0.0110299236838456,0.0121052866252507,0.0059583104269745,0.0059583104269745,0.0134831164268428,0.00805647343816622,0.0029180393748565207,105
cg03767807,0.0013661361586124,0.0021535146029506,0.0050160268343824,0.0013661361586124,0.0004388110618249,0.0005162118176848,0.0008501137619715,0.0050160268343824,0.0050160268343824,0.0013661361586124,0.00231051402234162,0.0018307145459922835,350,0.0,0.0,0.0,0.0,0.0,0.0,0.11099771,0.0,0.0,0.11099771,0.022199542,0.044399084,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366,0.0004553787195374,0.0007178382009835,0.0016720089447941,0.0004553787195374,0.0001462703539416,0.0001720706058949,0.0367542197694274,0.0016720089447941,0.0016720089447941,0.0366055075495642,0.00803226907532687,0.01433537674816927,106
SAA1,0.0056540680915091,0.0155701615189123,0.0098216677655899,0.0056540680915091,0.0258508065245768,0.0384481659225123,0.0009064418579723,0.0098216677655899,0.0098216677655899,0.0056540680915091,0.012720278339527071,0.010756501978039942,153,0.0,0.0,0.0,0.0,0.0,0.0,0.056038193,0.0,0.0,0.056038193,0.0112076386,0.0224152772,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,0.0018846893638363,0.0051900538396374,0.0032738892551966,0.0018846893638363,0.0086169355081922,0.012816055307504,0.0189603712910166,0.0032738892551966,0.0032738892551966,0.0204319400962583,0.00796064025358709,0.0066928364221595414,107
EGFR,0.0186186486643091,0.0296784164533516,0.0226096222012622,0.0186186486643091,0.0364030960399184,0.0369626037893391,0.0100781311227068,0.0226096222012622,0.0226096222012622,0.0186186486643091,0.02368070600020298,0.00799740911864648,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,0.0062062162214363,0.0098928054844505,0.007536540733754,0.0062062162214363,0.0121343653466394,0.0123208679297796,0.0033593770409022,0.007536540733754,0.007536540733754,0.0062062162214363,0.00789356866673426,0.002665803039548824,108
MP0012,0.0147560799016806,0.0155364025766995,0.0148680015819268,0.0147560799016806,0.0146995382165886,0.0122535095456608,0.008234713934416,0.0148680015819268,0.0148680015819268,0.0147560799016806,0.01395964087241871,0.002075996170982473,145,0.0,0.0,0.0,0.0,0.0,0.0,0.046629455,0.0,0.0,0.046629455,0.009325891,0.018651782,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,0.0049186933005602,0.0051788008588998,0.0049560005273089,0.0049186933005602,0.0048998460721962,0.0040845031818869,0.0182790095424251,0.0049560005273089,0.0049560005273089,0.0204456275821056,0.007759317542056071,0.005828038583038436,109
cg00827581,0.0150580482478844,0.0302906269735484,0.0208060755574196,0.0150580482478844,0.0359908275122133,0.0485849593468707,0.0097744672643861,0.0208060755574196,0.0208060755574196,0.0150580482478844,0.02322332525129305,0.01120082437430715,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,0.0050193494159614,0.0100968756578494,0.0069353585191398,0.0050193494159614,0.0119969425040711,0.0161949864489569,0.0032581557547953,0.0069353585191398,0.0069353585191398,0.0050193494159614,0.007741108417097631,0.0037336081247690716,110
GGT1,0.0074452622810617,0.0152474298134467,0.0119878580369223,0.0074452622810617,0.019133046761704,0.0232882130188642,0.0047437391731583,0.0119878580369223,0.0119878580369223,0.0074452622810617,0.01207117897211252,0.005510806798739918,162,0.0,0.0,0.0,0.0,0.0,0.0,0.060582016,0.0,0.0,0.060582016,0.0121164032,0.0242328064,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296,0.0024817540936872,0.0050824766044822,0.003995952678974,0.0024817540936872,0.0063776822539013,0.0077627376729547,0.0205004390602518,0.003995952678974,0.003995952678974,0.0207290414617011,0.007740374327758749,0.006616757740710817,111
MP0082,0.0010208783140311,0.0019559992622953,0.0007912834468772,0.0010208783140311,0.0058967985609068,0.0088922798867834,0.0003832198443378,0.0007912834468772,0.0007912834468772,0.0010208783140311,0.00225647828370482,0.002681523616225805,351,0.0,0.0,0.0,0.0,0.0,0.0,0.10520036,0.0,0.0,0.10520036,0.021040072,0.042080144,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,0.0003402927713436,0.0006519997540984,0.000263761148959,0.0003402927713436,0.0019655995203022,0.0029640932955944,0.0349396422456706,0.000263761148959,0.000263761148959,0.0347279771846201,0.00767211809898499,0.013607762052348342,112
MP0005,0.0125369443214818,0.0135483781222684,0.0133828593808004,0.0125369443214818,0.0091851129890579,0.0059672134165034,0.0065004729880579,0.0133828593808004,0.0133828593808004,0.0125369443214818,0.01129605886227342,0.0028036917015154695,176,0.0,0.0,0.0,0.0,0.0,0.0,0.058706634,0.0,0.0,0.058706634,0.0117413268,0.0234826536,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,0.0041789814404939,0.0045161260407561,0.0044609531269334,0.0041789814404939,0.0030617043296859,0.0019890711388344,0.0216707902674472,0.0044609531269334,0.0044609531269334,0.0236226705920741,0.007660118463058569,0.00754475632484079,113
MP0077,0.0143233047470934,0.0159787136943739,0.0158440047595336,0.0143233047470934,0.0154275005993724,0.0187689895761335,0.0071208199577916,0.0158440047595336,0.0158440047595336,0.0143233047470934,0.014779795234755238,0.0028364287040653254,134,0.0,0.0,0.0,0.0,0.0,0.0,0.059736818,0.0,0.0,0.059736818,0.0119473636,0.023894727200000004,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,0.0047744349156977,0.0053262378981246,0.0052813349198445,0.0047744349156977,0.0051425001997907,0.0062563298587111,0.0175523749732718,0.0052813349198445,0.0052813349198445,0.0155048166473594,0.00751751341681865,0.004545094736510195,114
UCR,0.0158314271849903,0.0267528596157219,0.0200599161722147,0.0158314271849903,0.0362505603514939,0.0432083380611737,0.0107730887452381,0.0200599161722147,0.0200599161722147,0.0158314271849903,0.02246588768452426,0.009616550414002292,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,0.0052771423949967,0.0089176198719072,0.0066866387240715,0.0052771423949967,0.0120835201171646,0.0144027793537245,0.003591029581746,0.0066866387240715,0.0066866387240715,0.0052771423949967,0.007488629228174691,0.003205516804667431,115
SERPINA3,0.0070516378796141,0.017612543858731,0.0116041370532332,0.0070516378796141,0.0260430496178926,0.0309181354756954,0.0025094825178968,0.0116041370532332,0.0116041370532332,0.0070516378796141,0.01330505362687577,0.00856487594097373,151,0.0,0.0,0.0,0.0,0.0,0.0,0.047306225,0.0,0.0,0.047306225,0.009461245,0.01892249,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,0.0023505459598713,0.0058708479529103,0.003868045684411,0.0023505459598713,0.0086810165392975,0.0103060451585651,0.0163312624693663,0.003868045684411,0.003868045684411,0.0173710441791567,0.007486544527227149,0.005291093985719167,116
cg06500161,0.0087097011751316,0.0188320428558098,0.0136608915430691,0.0087097011751316,0.0279544587275438,0.0385887931095444,0.0019558715885673,0.0136608915430691,0.0136608915430691,0.0087097011751316,0.01544429444360674,0.010154763594105623,128,0.0,0.0,0.0,0.0,0.0,0.0,0.045064982,0.0,0.0,0.045064982,0.0090129964,0.0180259928,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,0.0029032337250438,0.0062773476186032,0.0045536305143563,0.0029032337250438,0.0093181529091812,0.0128629310365147,0.0144095722971409,0.0045536305143563,0.0045536305143563,0.0124223428222173,0.007475770567681379,0.004169306483040131,117
