feature_name,svc_1,svc_2,svc_3,svc_4,svc_5,svc_6,svc_7,svc_8,svc_9,svc_10,svc_mean,svc_std,svc_rank,xgb_1,xgb_2,xgb_3,xgb_4,xgb_5,xgb_6,xgb_7,xgb_8,xgb_9,xgb_10,xgb_mean,xgb_std,xgb_rank,lr_1,lr_2,lr_3,lr_4,lr_5,lr_6,lr_7,lr_8,lr_9,lr_10,lr_mean,lr_std,lr_rank,avg_1,avg_2,avg_3,avg_4,avg_5,avg_6,avg_7,avg_8,avg_9,avg_10,avg_mean,avg_std,avg_rank
MASP2,0.0352834571719857,0.0550158879123818,0.0421896680344567,0.0352834571719857,0.0731869217599197,0.0909247027409188,0.0246282337039155,0.0421896680344567,0.0421896680344567,0.0352834571719857,0.0476175121736463,0.01912412498364559,9,0.0,0.0,0.0,0.0,0.0,0.0,0.112970546,0.0,0.0,0.112970546,0.0225941092,0.04518821840000001,39,0.01406595004034,0.0488650206811366,0.1677764037980738,0.0488650206811366,0.0021586642195453,0.0457135320229492,0.1438588538007379,0.1677764037980738,0.0488650206811366,0.0956290456251238,0.07835739153482536,0.05847642941879276,8,0.0164498024041085,0.0346269695311728,0.0699886906108435,0.0280494926177074,0.0251151953264883,0.0455460782546226,0.0917791591613056,0.0699886906108435,0.0303515629051977,0.0794703454725633,0.04913659868948532,0.02504907760900611,11
LYZ,0.0290934865083615,0.0431020837621974,0.0345349373108812,0.0290934865083615,0.0565193185713475,0.0704895942749113,0.0145773136597992,0.0345349373108812,0.0345349373108812,0.0290934865083615,0.03755735817259835,0.014984094896851275,14,0.0,0.0,0.0,0.0,0.0,0.0,0.27626806,0.08637058,0.0,0.27626806,0.06389067,0.10921894611804978,7,0.0,0.0106234633677793,0.0870658739246708,0.0106234633677793,0.0,0.0,0.067067467755605,0.0870658739246708,0.0106234633677793,0.0449211482330603,0.031799075394134485,0.034501665984152406,20,0.0096978288361204,0.0179085157099922,0.0405336037451839,0.0132389832920469,0.0188397728571158,0.0234965314249704,0.1189550465584523,0.0676943968557292,0.0150528002262201,0.1164443004324839,0.0441861779938315,0.04016782751006173,12
MP0151,0.0296896015637564,0.0502519999262307,0.0377909110116662,0.0296896015637564,0.0596143614184629,0.0652119404417624,0.0173346331269423,0.0377909110116662,0.0377909110116662,0.0296896015637564,0.03948544726396661,0.014036000134321096,13,0.0,0.0,0.0,0.011231395,0.0,0.0,0.29601765,0.0,0.0,0.29601765,0.060326669500000006,0.11789231184732478,9,0.0,0.0189008552402182,0.0689595692737386,0.0189008552402182,0.0,0.007278084552072,0.0441507624832858,0.0689595692737386,0.0189008552402182,0.0452845469723574,0.029133509827584704,0.02479497522408257,23,0.0098965338545854,0.0230509517221496,0.0355834934284682,0.0180612165685562,0.0198714538061542,0.0241633416646114,0.1149985326989236,0.0355834934284682,0.0188972554172947,0.1186101721869761,0.04187164447761876,0.03818953087735124,13
MP0050,0.0278434563062287,0.0382858600214549,0.0315162805991971,0.0278434563062287,0.0492651947716777,0.0619546686269554,0.0173926312621306,0.0315162805991971,0.0315162805991971,0.0278434563062287,0.0344977565398496,0.011993335746135423,19,0.0,0.0,0.0,0.0,0.0,0.0,0.17323248,0.0,0.0,0.17323248,0.034646496,0.069292992,20,0.0,0.0279888061132819,0.1402595436110737,0.0279888061132819,0.0,0.0203429350424986,0.1215684331498067,0.1402595436110737,0.0279888061132819,0.0663744818175433,0.05727713555718417,0.05337338958295908,11,0.0092811521020762,0.0220915553782456,0.0572586080700902,0.0186107541398368,0.0164217315905592,0.0274325345564846,0.1002647687093903,0.0572586080700902,0.0198350289041596,0.0865738452611151,0.04150285867820479,0.030358623988152703,14
CLU,0.0387831545566093,0.056002231611813,0.0479481853800587,0.0387831545566093,0.0705404355628144,0.0833470456040659,0.0203535577828492,0.0479481853800587,0.0479481853800587,0.0387831545566093,0.04904372903715465,0.01682204332817282,8,0.0,0.0,0.0,0.0,0.0,0.0,0.11420373,0.0,0.0,0.11420373,0.022840746000000002,0.04568149200000001,38,0.011167076305648,0.0380217886077011,0.0728186845326966,0.0380217886077011,0.0,0.0343123062975815,0.06404142095322,0.0728186845326966,0.0380217886077011,0.0659817995877146,0.043520533803266065,0.023997211644136367,16,0.0166500769540857,0.0313413400731713,0.0402556233042517,0.0256016477214368,0.0235134785209381,0.0392197839672158,0.0658767373119922,0.0402556233042517,0.0286566579959199,0.0725888109074544,0.03839597800607175,0.017130754019972595,15
MP0193,0.0314656283943197,0.049306266036631,0.0404757297294529,0.0314656283943197,0.0569641951123059,0.0628409625091469,0.014230418067869,0.0404757297294529,0.0404757297294529,0.0314656283943197,0.03991659160972706,0.013338992868640065,12,0.0,0.0,0.0,0.0,0.0,0.0,0.059781093,0.0,0.0,0.059781093,0.0119562186,0.0239124372,71,0.0,0.0259195826692905,0.13287878883937,0.0259195826692905,0.0,0.0228022261910014,0.1236224163483447,0.13287878883937,0.0259195826692905,0.0678794986561235,0.05578204668820811,0.051597210872011065,12,0.0104885427981065,0.0250752829019738,0.0577848395229409,0.01912840368787,0.0189880650374353,0.028547729566716,0.0613752568811771,0.0577848395229409,0.0221317707995811,0.0486914317303774,0.0349996162449119,0.018265354067060403,16
GNA13,0.018398682049732,0.0298627331004817,0.0228482114157165,0.018398682049732,0.0396997375855894,0.0485418171893073,0.0112454317892146,0.0228482114157165,0.0228482114157165,0.018398682049732,0.025309040006093853,0.010615090591482995,49,0.0,0.0,0.0,0.0,0.0,0.0,0.2350666,0.0,0.0,0.2350666,0.04701332,0.09402664,14,0.0,0.016540975412234,0.075608714303023,0.016540975412234,0.0,0.0087691725985882,0.0626020424783937,0.075608714303023,0.016540975412234,0.0426071017014948,0.031481867162122465,0.028555851564387655,22,0.0061328940165773,0.0154679028375719,0.0328189752395798,0.0116465524873219,0.0132332458618631,0.0191036632626318,0.1028728576156537,0.0328189752395798,0.0131297289426501,0.0986094177608803,0.03458342132643097,0.03409640918123104,17
PON1,0.0163162721255152,0.0307064657498944,0.0238746280613935,0.0163162721255152,0.038633772542059,0.0460606348425662,0.0119401528095778,0.0238746280613935,0.0238746280613935,0.0163162721255152,0.02479137265048235,0.010306012688608849,54,0.0,0.0,0.0,0.0058907624,0.0,0.0,0.26292065,0.0,0.0,0.26292065,0.05317320623999999,0.1048881970748294,11,0.0,0.01899328174203,0.0539125085657428,0.01899328174203,0.0,0.0080935732551842,0.0411383514485843,0.0539125085657428,0.01899328174203,0.0392783213665365,0.025331510842788056,0.019440044792215037,24,0.0054387573751717,0.0165665824973081,0.0259290455423787,0.0136260716735644,0.0128779241806863,0.0180514026992501,0.1053184890165807,0.0259290455423787,0.0142893032678078,0.1061564957092175,0.0344183117504344,0.036118131877418476,18
Age,0.028853762455653,0.0433194524535367,0.0342085804839281,0.028853762455653,0.0551275674828288,0.0682492381121598,0.0158551099573513,0.0342085804839281,0.0342085804839281,0.028853762455653,0.03717383968246199,0.014192684257891844,16,0.0,0.0,0.0,0.0,0.0,0.0,0.09397755,0.0,0.0,0.09397755,0.01879551,0.03759102,47,0.0094868680551607,0.0337522069542551,0.0966712023840716,0.0337522069542551,0.0,0.0269721258824264,0.0776546950253137,0.0966712023840716,0.0337522069542551,0.0663960342494198,0.047510874884322915,0.032850610503479385,15,0.0127802101702712,0.0256905531359306,0.0436265942893332,0.0208686564699693,0.0183758558276096,0.031740454664862,0.0615372467566303,0.0436265942893332,0.0226535958127277,0.0621116317792337,0.03430113931959008,0.01674132154664634,19
RACK1,0.0282861005953382,0.0385380200274561,0.0327401237907501,0.0282861005953382,0.0430313597483656,0.0478023761872331,0.0180968773451279,0.0327401237907501,0.0327401237907501,0.0282861005953382,0.033054730646644756,0.007995914238957012,23,0.0,0.0,0.0,0.0,0.0,0.0,0.16520762,0.0,0.0,0.16520762,0.033041524,0.066083048,27,0.0070528007994005,0.0263234671958514,0.0574999179332466,0.0263234671958514,0.0,0.0221651435613949,0.0488529959209868,0.0574999179332466,0.0263234671958514,0.0477799338820004,0.031982111161783,0.01916578836647344,19,0.0117796337982462,0.0216204957411025,0.0300800139079989,0.0182031892637298,0.0143437865827885,0.0233225065828759,0.0751944836799331,0.0300800139079989,0.0196878636622005,0.0779440233922739,0.03222560105191482,0.02286713626716602,20
